	c10	c10	c10	c20	c20	c20	c30	c30	c30	c40	c40	c40	c50	c50	c50	c90	c90	c90
eco_gcs1_t03109	3932.733145	5264.820925	4408.462208	4099.659014	5451.390746	4193.486237	4082.966218	3886.223807	4223.853353	3855.580327	4034.246964	3076.187792	3956.957518	4367.886823	4265.576269	2482.380119	4091.894925	5068.641277
eco_gcs1_t04687	8.158056776	16.26249936	8.968346778	5.682406875	11.47013027	4.591677422	9.093135546	5.566124816	4.522494311	11.80302579	5.147639156	3.021060079	9.257065931	10.06630534	5.446526921	10.13935419	5.834278692	10.50019691
eco_gcs1_t09717	8.742162617	13.77735378	9.287508536	7.14487066	10.63490157	4.752491401	7.211415569	7.459327063	9.271308101	16.1901772	7.980280637	10.08866723	8.075274616	3.786964618	6.906662414	20.85865257	8.006873619	14.70235306
eco_gcs1_t08054	76.46005361	38.25503474	51.65551872	77.36971979	40.34017711	75.21592344	72.14257563	71.2140893	68.12733237	75.24709435	73.69020293	61.11024102	70.70001651	58.87440899	69.45140956	48.91491689	61.89200769	62.51250966
eco_gcs1_t09635	66.37866643	27.05490148	41.91340953	58.05841931	23.07590115	52.58187185	45.8570345	51.54829919	38.29934827	51.44945971	51.45061137	40.56465768	47.44122948	42.54666737	42.9353077	55.75777092	48.08275719	30.86338342
eco_gcs1_t08852	110.4889192	37.21737976	58.03775446	88.32022743	43.5418023	111.3997816	43.8713743	86.12076364	117.0174327	88.84732267	81.5744382	93.8576303	36.16321409	93.09470185	106.5301404	85.79116435	82.52006242	64.88521449
eco_gcs1_t06501	86.6508533	44.10504911	76.09321204	65.91650098	46.5085214	82.68647388	66.28494758	69.44651391	74.28696656	73.90101179	65.09722925	62.93569658	71.04204931	65.34941721	90.97474633	69.65371031	61.27261803	78.62651276
eco_gcs1_t00397	442.9275087	198.285076	355.5209588	309.2396509	197.4698728	347.4035716	239.2109257	321.5768895	314.7559293	198.7179832	278.142534	258.9471765	218.6566504	349.8333407	382.6973976	187.0445607	321.1715717	329.6308301
eco_gcs1_t03402	143.7069826	145.9252784	141.191878	138.1397199	147.2051171	131.0090302	144.5819963	157.7877891	154.4019658	140.386702	127.531982	126.3954624	144.7913523	137.7580102	131.6347442	122.4676046	134.6585421	117.726789
eco_gcs1_t06154	7.801172289	5.132584184	10.09368384	8.812028401	4.581139984	9.098128236	6.063033551	10.03970182	6.062485829	5.749794447	17.75880406	7.789236701	6.647306822	10.12259097	6.676298193	6.878359711	8.962958131	16.78831253
eco_gcs1_t03866	2.588650078	2.046073329	2.189034284	2.215429656	2.793460706	3.602810716	2.980096849	3.014977696	3.257659983	1.697809137	2.592127735	1.236901044	2.510379094	3.178475248	3.549030573	0.579747581	2.113026931	9.439070431
eco_gcs1_t00545	86.01018518	47.56022498	108.5486008	68.86526719	58.06383886	97.43987377	42.29923483	101.7261609	99.91929633	38.32457091	100.0835452	70.76609726	35.31112482	141.5271616	108.1593048	29.5292638	123.4968079	105.3118359
eco_gcs1_t09064	40.69523842	21.67069061	28.35720091	69.19550787	22.57996163	35.09271833	67.67231614	21.74950263	25.00616512	68.83568754	27.9669419	37.98476734	87.1076542	17.30875161	45.55717952	85.7859699	24.26968319	30.90020282
eco_gcs1_t07501	96.62537354	98.27882404	105.1030736	87.619739	108.7008175	147.4552966	81.52687428	140.1698341	124.1972436	73.56197177	138.7906329	106.7099488	82.29855449	137.9332866	112.5957573	82.55595194	128.8555597	55.49786565
eco_gcs1_t02322	268.0274167	200.7403453	286.6135255	258.1041818	213.115578	246.9419499	204.5276398	279.9819792	290.6138344	188.3133354	268.25294	209.520366	191.6533239	296.9844493	262.2925283	155.0053622	252.5656908	236.1329711
eco_gcs1_t00194	435.7148013	440.5562894	511.4791627	419.2822334	466.8731047	476.2682814	421.7492566	443.9481587	465.1347321	336.2243435	441.3595438	348.6748822	344.4063379	497.3840664	531.0494771	261.4907077	413.0578147	518.0297788
eco_gcs1_t00260	7084.827905	17976.34378	9249.91791	9589.815192	18120.1388	9412.675958	14983.95357	7856.778466	8511.130434	13900.78292	7936.147355	6194.219769	18335.32403	7580.51061	8595.29615	9070.715409	6803.985218	7458.149068
eco_gcs1_t05045	172.5783726	151.1900134	132.8850187	162.2967792	150.105954	144.0345662	162.1627517	158.8964149	155.8594602	164.7696537	168.9305471	103.4619529	154.9074621	178.168037	108.962428	116.1728458	168.9200228	112.5005024
eco_gcs1_t03211	97.05345161	45.74589135	62.41124878	72.02360554	38.61331403	91.18175747	63.04004187	80.1752721	72.2598906	63.10579163	80.54542404	47.65347452	72.80468776	67.04469753	68.37419194	53.37055157	59.11893785	25.50691631
eco_gcs1_t10353	6.812298859	5.80605508	8.016995762	9.215479431	6.500073863	4.114591228	7.748974553	5.979604119	5.614430224	4.540280235	7.055539211	11.16365065	4.408515062	3.787732959	6.662670835	18.16839115	5.956725215	15.33313121
eco_gcs1_t04834	3.031557542	3.98365933	2.727100408	2.435478242	3.324371523	5.771843691	4.326565987	3.491870719	3.736553206	3.157061979	2.716787889	4.304031767	4.728811059	3.990094981	4.062320621	5.676290166	3.918924797	11.28088865
eco_gcs1_t06911	6755.855829	8622.504879	8144.680945	6362.964008	9766.492541	7900.000761	7642.901255	8540.828781	8571.705809	7153.404336	6946.674696	7962.637177	7555.206853	8379.90964	9079.738455	5157.336185	7498.559877	9149.881315
eco_gcs1_t11459	1737.069966	2428.082713	1610.764552	1737.564501	2549.274992	1565.903567	2209.943938	1612.921236	1668.49915	1736.627219	1548.325042	1077.423936	2026.566516	1665.316449	1892.594264	1564.445292	1579.763484	1735.176467
eco_gcs1_t01360	7220.735239	10499.93529	9564.76408	8602.04469	12263.83964	10062.82416	11112.62427	13046.17681	9900.599316	8279.819468	12664.85328	7621.81439	9049.081494	12813.30844	9809.952081	6840.339861	12815.59024	12285.68214
eco_gcs1_t04444	111.4709367	64.26895263	117.5978192	91.1776555	67.71848435	172.3577889	91.20904294	168.9765664	140.3190211	82.29517972	160.8450788	104.6838611	90.22249316	130.0110058	124.9498448	66.24392065	132.8938914	130.7895459
eco_gcs1_t02630	130.368024	93.64388659	183.6457746	126.3853349	102.0893601	205.6018774	91.84245705	204.8578791	173.766936	101.4392205	200.1105962	136.8100474	108.082046	167.7070825	159.2059998	68.38689632	172.3302042	195.6389162
eco_gcs1_t04933	20.12625048	20.17458438	20.7670037	25.7888474	18.77655674	18.58112798	14.06149093	22.56927178	15.28920605	14.70470903	20.24525586	24.79465435	15.67133554	22.41925372	28.80011277	23.44062733	22.34068556	14.2174919
eco_gcs1_t00642	591.8124489	1302.645681	819.3587016	644.169825	1629.302429	939.6791826	797.7039842	1111.058473	946.570998	915.9476746	1209.180492	652.7358654	965.4236197	1422.752033	731.6369391	375.9893426	1305.03017	1002.279247
eco_gcs1_t10579	114.8757164	72.07359637	130.1164783	100.6418428	99.88041837	95.38704787	95.88096459	120.2436263	98.05204299	69.08058498	123.3761035	90.55662623	117.1686833	89.43101389	79.3863528	90.98891189	132.5222255	71.18717204
eco_gcs1_t05374	2.708724241	6.330061162	3.523308682	3.775458782	3.859705286	3.78536822	3.918946821	4.13593909	5.149867628	6.575923864	4.73134221	8.930991689	2.548889425	3.486037715	3.872361026	5.203787008	8.739687364	10.98014605
eco_gcs1_t03140	305.7417508	300.9647842	345.609604	274.7617501	295.2310027	337.2790309	252.9130633	354.901823	306.2752298	237.9153227	333.3910417	223.9127011	267.5039715	318.0857325	324.0276143	199.6785935	289.6970427	304.0522144
eco_gcs1_t09512	179.9646336	144.8418165	193.2254486	146.5053496	136.9469822	174.6458801	127.1828717	179.950844	195.5504849	106.4408265	159.4354786	141.7815662	126.4078452	174.0325866	171.3737693	104.1772977	162.9367558	120.7042137
eco_gcs1_t06514	2.552138893	2.278722169	2.549306274	2.961779122	3.019745841	3.398778181	3.087292841	3.037033993	3.29165045	3.753158464	2.648219124	5.090234919	3.731846289	3.146184625	3.507390253	5.085258087	3.104543072	7.415442319
eco_gcs1_t02303	117.5925065	96.35491116	121.2346296	112.7782199	89.76607942	119.4926486	88.88587352	153.3690669	113.5968292	102.2958117	135.1282735	78.66855772	87.73669736	127.9951391	97.79683992	68.90008502	141.8558338	75.07626221
eco_gcs1_t01631	1050.288465	1076.652971	964.3504907	898.3979321	1209.584645	1079.172803	1187.07897	758.6136324	914.8767376	1202.727228	924.7023473	675.2804538	1429.668789	822.4526798	971.8019565	868.8824085	796.5515775	1079.762945
eco_gcs1_t05845	4.204419895	4.976073447	4.476197719	6.477213622	5.452345454	3.961006208	4.781262325	3.00156752	3.36394849	5.802590193	3.589238336	7.01261441	5.179721557	3.111080686	3.634870213	11.40664928	3.511256488	8.40720787
eco_gcs1_t05413	85.66462136	41.00968376	122.8677686	75.4411055	47.05658964	92.49473267	53.85919742	114.0157073	91.22464078	48.75198596	90.01842658	82.52894286	52.04606764	101.0778469	111.0356641	44.85800108	105.1932458	139.0997459
eco_gcs1_t00340	2.847738567	2.243153348	2.633543334	2.460818276	2.976925615	3.721036891	3.132671778	3.151522312	3.377709607	2.22105229	2.687019942	1.565579376	2.65827574	3.175691536	3.957357514	4.453019643	2.420020457	12.24404263
eco_gcs1_t06697	5.968559374	10.99998743	11.70615698	7.260591818	2.951828704	8.457502155	3.629421118	7.114935431	3.554988473	10.91760074	7.807986856	20.91044434	6.559561977	4.420128849	4.09440843	19.08247962	7.074483456	8.513962026
eco_gcs1_t08887	4.166020999	4.363643158	3.745606143	7.44820739	3.072510039	3.84662676	3.159557751	7.695725581	3.220327059	5.56507769	7.412781046	13.65269103	3.150644342	3.716258236	4.343381219	15.83413142	6.726780759	9.743957269
eco_gcs1_t06651	18.38777659	15.62481028	19.16670483	16.47281128	15.20429553	23.6612491	15.48325054	21.91130017	16.61432668	17.31513326	21.01721929	16.81211236	17.05686193	19.36125147	12.47713002	15.48359769	21.23621866	9.896173641
eco_gcs1_t04225	15.29939397	21.08632436	17.63031512	14.23507167	19.17302235	15.58845078	12.09344683	15.19161549	18.61354286	16.13405752	15.41503185	16.05415861	15.9946325	18.7657715	15.27630677	16.03620044	21.73911503	11.82418348
eco_gcs1_t12133	125.5834456	171.0863845	141.1129444	153.2965918	213.3996371	140.0179722	165.3834005	123.0333732	148.229644	163.3376638	122.291278	151.3064072	140.6771607	150.8444436	122.2321501	175.7177323	132.7650438	123.3772448
eco_gcs1_t06779	325.24589	635.550733	349.7890194	524.7579565	570.0552621	362.9442105	662.8585354	295.1761816	305.2600945	514.4295523	269.9920382	249.7275495	654.7716319	243.5449893	333.3831703	576.862892	237.2570395	196.9796198
eco_gcs1_t08238	31.29441842	24.73498483	36.26426182	30.0506052	24.06200997	40.57744601	21.59446196	48.72617507	50.48744111	29.55746402	35.13046968	47.67910762	24.56582111	26.94630397	33.98231349	31.31809627	43.63110887	14.47866351
eco_gcs1_t02853	526.4380499	790.1024759	440.8310934	630.1789048	851.3740866	652.5677212	904.3938818	614.674368	525.2300559	887.2855353	570.8109557	401.1461955	1073.631877	456.6102306	479.9965875	648.5074799	483.8817156	483.4218563
eco_gcs1_t00989	63.26905468	34.55205381	69.8931245	62.7466146	29.11944748	68.32498101	42.12899052	70.79766575	62.84167113	30.70128079	58.5851347	51.74212782	39.0615068	67.06941954	58.86606796	43.8368957	51.4080374	14.12161825
eco_gcs1_t09325	4.491539204	4.317052481	3.235919006	4.80107364	3.604808948	3.563723683	3.229456064	3.623210554	3.402750024	6.416377868	4.067132827	11.72551503	3.182766675	5.134290415	3.895784756	9.134075968	5.416951216	11.92287181
eco_gcs1_t04773	848.6507419	1382.323696	717.6159413	913.3442844	1368.911155	980.8309611	1419.278652	1004.209807	795.9211119	1547.082744	964.8172212	590.3787487	1639.651932	657.7975946	745.5470406	905.9341232	841.3010785	811.0545693
eco_gcs1_t01664	131.6004217	88.46460406	175.6759034	118.2670317	85.37181759	172.1396319	105.7832185	166.6670981	155.5824858	93.30307507	131.9575228	124.0474199	107.0206222	153.4756639	170.4434793	88.37068263	135.0327045	159.1963441
eco_gcs1_t01657	409.4605023	572.6617409	463.6866797	503.9804412	563.9136029	451.7884864	499.3763525	439.8254367	423.378086	426.5412018	488.1396542	296.630631	454.4733306	469.5207142	463.0441484	285.9775069	445.7840623	490.4464845
eco_gcs1_t05211	510.0786628	752.6291496	1102.899754	436.6501346	855.8436213	1620.968107	451.8333933	1965.341768	1270.304889	406.5722764	1556.01231	719.3593325	356.6506242	1351.913448	665.8779747	214.3484177	1504.397941	362.6348301
eco_gcs1_t09530	612.1968354	816.9196648	585.6190067	424.4845626	747.7210946	547.4032447	754.5058237	567.8216958	611.9425589	707.714086	442.476933	417.2791569	762.221743	599.0463857	536.955326	501.4472777	498.5365836	532.4920692
eco_gcs1_t00443	3861.763713	8644.167038	4233.295943	3646.065962	8175.039386	3377.381273	5452.619712	2520.590635	3100.511091	4602.781224	3473.451115	2324.397665	5685.50601	4399.185897	4294.155654	3301.787753	2576.807075	4356.824476
eco_gcs1_t05997	3.005485027	3.436857818	3.184686109	3.804067321	3.042491927	3.696354939	3.093415159	3.246461291	3.321619891	3.034448771	2.814058104	9.924662545	2.628301087	3.25139538	3.930864761	9.85280607	3.389974875	10.14481406
eco_gcs1_t06224	25.69031057	35.03519246	28.66624364	26.46608065	37.59910475	19.54136003	25.55978895	19.14263371	19.74820327	19.54352437	18.93800119	21.22321887	22.00399686	26.89033172	20.63813842	35.003	21.76840653	9.418738673
eco_gcs1_t02735	10188.95057	34529.93055	16404.24451	11282.67709	38924.69282	16913.68602	16127.76724	15326.27017	16225.50944	11777.58187	18901.55059	9724.23911	14097.16279	19392.75507	11535.7013	6739.625474	17478.40565	10373.96748
eco_gcs1_t03234	13.6851487	6.73986309	15.3717079	22.00876338	6.474359986	12.76277182	19.27387492	10.480591	12.53809919	23.87496487	14.93334698	6.257400765	26.95735327	11.37782141	12.72034667	15.08808692	14.87125897	15.99512249
eco_gcs1_t02833	2.801326276	4.509842729	3.546308719	4.072531983	3.399564531	3.766283032	3.559525041	3.06480043	3.339074174	6.185959362	2.893072534	2.828559602	4.239167319	3.412997091	4.079978709	5.591755236	3.116396141	8.23307686
eco_gcs1_t02220	135.5752282	13.11147842	82.3722393	117.0780266	16.85267673	72.7101736	100.3744059	94.1254619	53.35633349	50.51340517	105.407618	49.98259247	65.98882305	87.71735537	78.27514804	67.50177797	110.3406584	127.5800703
eco_gcs1_t04191	352.828849	420.119903	584.0739941	428.764898	375.5622896	933.0759459	456.5847165	769.3556578	635.1671854	580.7470659	637.0343384	514.6833438	437.9718901	776.6978866	903.3978839	299.4727991	537.3645352	733.4722421
eco_gcs1_t11846	21.9272938	14.43026683	21.37609629	26.27764112	13.045635	19.47571272	17.01413833	23.71305107	26.1379638	18.81037177	24.47693389	35.59107793	15.1248428	21.34259816	20.2013904	35.7286081	25.32668708	6.415977139
eco_gcs1_t02160	79.54543159	85.31603936	75.46544491	72.91371455	98.93200783	84.15271101	91.90035073	89.83082637	80.74903085	75.94069281	75.61914172	63.08455052	95.11342943	52.03139166	57.46927244	85.04266586	79.59832208	62.83839377
eco_gcs1_t09645	10.33241109	15.41101456	13.85260642	14.81042777	12.06059536	13.54683403	11.34020949	13.08306615	11.98012664	15.18575715	12.39663716	23.71431501	13.46781972	12.27160025	13.3909804	25.64817741	15.6236952	10.77624526
eco_gcs1_t02923	179.5976717	142.237314	117.8099481	140.8925728	170.6522825	146.6716362	177.4113675	191.3459511	165.646443	185.7838083	177.9437021	127.5926576	149.0785954	140.5186547	128.391436	106.4527593	140.2842929	125.842543
eco_gcs1_t00131	266.1305669	193.449713	291.1776163	231.3083363	167.3718146	269.0751312	173.3538314	279.3281465	315.7013059	176.9821863	256.8684015	239.3490399	146.0903537	314.9477002	281.9704246	118.5902484	286.5655268	334.5972335
eco_gcs1_t03264	96.546271	103.5434545	107.8776454	96.36885541	99.4592479	94.39081276	97.43454783	91.99212585	99.42583755	71.72951527	93.47974384	71.1204171	83.77357106	102.0551593	99.34419852	67.35256292	90.95215406	54.59958224
eco_gcs1_t05248	107.7644014	75.66797138	103.173111	105.4932073	65.99324713	110.5571982	76.27759433	121.1925283	115.3252783	62.78453069	106.291812	91.52300829	55.47321229	113.17168	119.5277406	63.12663161	93.62024565	87.9421237
eco_gcs1_t04966	95.01544288	55.42915143	83.47774988	79.9367995	60.64703126	88.02251428	59.67575083	78.30107396	84.56954981	48.44545378	91.84400524	82.02843412	48.39930439	100.6509201	114.44479	44.96033194	92.05072249	65.44070481
eco_gcs1_t11411	464.156742	473.9285624	520.3115635	500.3840738	562.4412558	487.922559	657.322194	483.3343841	531.266729	569.5454289	478.2075918	385.2667725	691.435236	569.2199836	577.7821548	460.419429	579.8394431	764.6369711
eco_gcs1_t04950	10.24193688	17.79455385	12.88771326	16.30665812	9.219158998	8.000312457	14.11659728	9.247330299	7.204765518	16.69186725	14.08335517	7.05067478	11.18273825	13.21710787	4.298582312	14.54341374	11.82825594	9.36205612
eco_gcs1_t09543	96.2595951	208.9213933	117.6185156	114.6663502	247.977481	163.4109984	224.0565254	120.5044362	120.6416683	178.5024922	124.3140446	74.33194278	212.3071289	116.6638656	109.4045575	114.4771068	104.8464971	74.47377482
eco_gcs1_t08153	3.203469046	4.216956278	5.112694419	5.32506522	3.019880997	4.666165293	3.154955595	3.307724705	3.465485479	4.458527134	12.32209841	10.38810695	3.559504723	3.631007817	4.846720975	13.37845884	3.809625858	13.48896241
eco_gcs1_t07160	11.61983421	7.579619254	10.4383645	3.579664201	4.15388539	6.003052279	3.814443159	7.989405417	3.933032641	2.883648147	9.357762814	5.353540227	5.062315937	3.985047179	4.011185191	3.069983449	4.76151811	11.00903512
eco_gcs1_t01612	24.68745592	24.14163761	14.84512841	32.1555375	44.53405598	13.14036061	37.77941519	11.37643062	13.64668395	48.82125868	24.2996706	22.07686878	34.36524912	20.26420356	24.73212044	34.24746486	27.42656902	10.55422423
eco_gcs1_t10812	2.735834461	5.842653124	4.324260456	4.551909663	5.977493186	3.632503258	4.686252194	3.324889231	3.508173271	6.262851457	3.269867178	3.810398637	4.695823731	4.183563925	3.774313594	2.440069355	6.160607885	10.78606751
eco_gcs1_t06167	2301.214858	2369.26589	2366.258176	2390.989472	2457.992908	2259.380815	2769.246764	2128.284967	2277.501217	2067.616731	2239.311554	1802.755388	2548.025075	2359.047664	2652.120322	1983.764624	2279.783199	2903.086515
eco_gcs1_t03792	169.7930865	112.7142386	123.267964	204.3091693	137.7793322	117.8864696	243.5518147	90.20235658	113.9375011	244.894032	132.7242276	95.72169056	283.518952	108.7392179	156.4573449	196.5472983	112.3984567	210.8398176
eco_gcs1_t04980	559.8795654	333.9608456	441.5610598	368.25659	312.6470384	407.9779027	323.8429228	515.9138872	400.9601984	335.549605	430.5547876	328.6384539	334.8215677	461.9810951	476.1317549	292.9488939	359.0508244	475.5081212
eco_gcs1_t08760	9.487806038	7.616649414	6.672576837	14.81419442	6.681115156	5.322898247	11.58186142	5.534268423	4.562558036	12.195955	6.641465159	8.963573845	11.89056484	5.6685951	5.497472328	27.77559377	8.031248046	13.07857058
eco_gcs1_t10931	68.98523218	72.67320887	61.2565244	62.0289032	87.30514282	64.12018369	65.62162466	71.28253946	79.98748097	66.71165008	69.48125017	58.94829234	63.07894184	70.60534406	57.37448173	50.85354058	75.42727155	29.66657838
eco_gcs1_t06845	42.25120335	33.28636046	48.94949333	36.46594176	34.36304755	38.843818	32.3058909	48.76817054	39.73289827	37.81383662	51.04481177	36.9981477	31.02648375	41.70596643	45.1999836	30.77833614	42.38680941	19.18764812
eco_gcs1_t01943	29.42104838	31.23854425	24.24132249	35.27140353	30.35401858	29.07986295	28.34598359	29.89346483	24.03704307	30.94165764	36.05686048	24.71231005	28.47197544	36.25023539	28.69552994	29.09039762	27.62584621	10.48517133
eco_gcs1_t05000	791.2875356	31.5815422	62.59549363	854.3716276	32.5743491	226.7223681	543.6274576	60.00251379	544.9507642	455.6857149	48.41324147	428.7090669	524.2505734	49.51320807	808.8792555	435.7027758	55.89640159	843.541523
eco_gcs1_t12334	1092.778728	90.59725383	1355.180436	457.3025667	73.41201298	1259.205154	96.75932856	1664.894001	841.6855291	137.3057982	1202.232251	624.5297101	108.0092032	1148.753946	1203.148764	84.59492694	863.504264	968.6980574
eco_gcs1_t01857	968.9981495	798.7063154	860.7011431	788.9132612	810.3180308	961.0392424	832.3394716	910.2170274	964.0190075	869.9707497	883.9385756	693.7253632	919.1501593	787.9895902	797.568375	613.6508681	822.2708159	753.5115286
eco_gcs1_t05626	242.3225848	325.725542	310.3477949	268.315927	407.0233172	266.4085176	263.6593494	298.0840818	287.5593275	257.9489465	308.1308585	216.4699771	245.6865871	380.0857007	234.8309375	177.2736461	334.4333937	305.6897873
eco_gcs1_t07622	2.72304202	2.177557545	2.437521101	2.391637322	2.992462929	3.741279243	3.18268432	3.224929968	3.460130605	1.812607741	2.739849152	1.33603813	2.52067007	3.334273634	3.941301949	0.553144095	2.332583583	12.61409107
eco_gcs1_t10533	7.871024161	7.416445139	5.577253908	12.08477629	5.769768162	3.782504335	3.931485476	11.61261487	4.314072706	7.985118762	16.75172431	27.99887315	4.927946375	6.69594806	7.573591173	12.49410594	15.10359037	14.11576059
eco_gcs1_t10249	3.893085936	4.777267695	2.575188328	4.415477686	4.046562777	3.829695843	3.258088753	9.233124678	4.243986007	3.899215577	6.821125567	23.25415749	6.412376618	3.449500094	5.055590302	15.42152904	5.480171253	11.94126816
eco_gcs1_t04711	23.64485094	64.19902591	35.94115088	32.87499615	64.6194444	27.18085017	29.38016285	24.00246132	19.72131992	21.40691916	31.86845411	19.30675796	31.42438635	36.25580219	28.36513529	19.7771499	36.4122526	11.14367726
eco_gcs1_t00079	11.44449833	17.63444102	13.7664686	12.35114615	21.93365366	3.743133585	18.62703925	10.6054478	6.483741258	16.13798719	10.98550645	9.924793668	17.52639782	7.018468459	4.884070885	21.11815521	14.36245648	9.42979848
eco_gcs1_t06124	4.861847863	9.234281473	5.187472392	5.165710659	14.0190167	6.513607097	23.7264497	3.566093402	4.766073061	7.054431636	13.75402655	1.348009129	17.07792591	8.28272483	3.84548947	3.062152848	8.222038563	11.92845464
eco_gcs1_t00949	5608.141273	5205.671152	5858.042051	5113.978369	6311.429597	6858.742892	5697.953443	4590.44563	6581.008702	4980.184446	4095.721857	4787.012213	5208.880572	4957.107172	6448.040456	3170.371122	4006.771465	5428.299547
eco_gcs1_t02128	222.3714285	275.428693	206.1666889	226.7993865	280.2231103	230.0369916	269.9988447	185.1331218	203.3482302	245.3092009	187.3007745	181.2931419	251.3329867	193.5661179	254.6813695	193.1092451	176.0362439	239.7684415
eco_gcs1_t00048	189.2547068	401.8792176	178.5725399	256.5392941	437.1903455	171.8518969	417.8071515	159.021871	149.1034894	363.0638572	157.1963808	118.3336935	409.6359347	182.8296041	176.2726609	249.6274654	163.9588645	212.0344692
eco_gcs1_t07153	129.6575569	28.65122938	70.98179894	97.0428668	25.73795497	81.48883103	65.77621732	73.79842021	59.89971646	64.80672304	73.17508834	57.8046094	81.41860667	66.22305528	89.09013554	63.65693462	74.81362244	108.5691283
eco_gcs1_t02737	633.7542171	1438.640951	1058.10418	668.809813	1527.212388	1112.314864	765.8478792	1214.066277	1148.154013	582.0328416	1174.302781	737.0175555	615.3413571	1364.047756	862.1868784	332.4608168	1237.607926	569.5259683
eco_gcs1_t04039	6.358751431	17.20275385	8.422041841	8.458258781	16.65889656	11.36936064	17.83373631	10.40464712	7.238174285	17.34327627	12.4377296	14.74981836	19.74633093	10.72152906	6.531799721	14.30019343	9.778763798	7.848670808
eco_gcs1_t09994	126.1955408	84.10172107	114.4298805	114.6193797	96.30784281	167.1973151	97.72592002	148.7639203	108.6263341	130.7756307	125.3721457	80.0645052	124.6819786	106.1297939	106.8609579	75.97700919	138.799222	93.03364919
eco_gcs1_t00757	4.215314811	4.506485112	6.177958832	8.582322093	5.43368505	6.7912397	3.935201962	3.874717827	5.10881166	5.501347273	8.168236609	21.22665287	7.150668758	3.518277483	5.271759619	16.87571862	8.534446144	13.80193009
eco_gcs1_t12242	559.9300812	283.5079266	389.9669756	474.4093007	332.4523157	444.5049125	412.164362	391.2514776	512.8394276	413.8290724	348.7225737	497.0390954	338.3202801	417.146375	601.7277	336.9190308	346.6409931	704.4680295
eco_gcs1_t09803	16.81067316	29.66491435	19.75579591	19.5984068	19.10660502	14.15285318	21.10363823	16.8857456	18.0351753	21.68169118	13.61730457	21.07580593	22.95025021	16.64806173	16.4266837	32.81164759	16.50007892	10.41578845
eco_gcs1_t11470	3496.108731	6919.07059	3162.091318	4306.75976	7545.793608	3446.252674	7001.184068	2448.231601	3221.455247	5247.774608	2776.871962	2833.390495	6721.249038	3192.199689	3921.055462	4295.222322	2525.888038	3900.737402
eco_gcs1_t10900	349.6864308	283.5673458	314.6308645	319.8562748	273.0771321	377.3438108	250.968272	368.0620346	359.9061515	245.0832907	377.7777756	271.1149689	362.2064932	381.7669313	355.6757864	274.6067041	392.2509839	274.8890837
eco_gcs1_t12363	466196.672	317120.7141	395738.552	382073.8901	340876.064	573632.6703	432994.971	468024.4235	489424.3422	349550.5585	502573.17	400728.0799	359128.4081	534275.2093	754915.6513	310437.1834	342481.8814	651280.605
eco_gcs1_t11762	51.65856435	59.28206476	82.50073541	43.95406876	67.89777832	85.15136589	43.78650188	80.134351	76.9435223	30.14206384	61.65406737	44.10838693	29.64384859	80.09703822	71.28750822	30.18403799	81.58947053	15.91179518
eco_gcs1_t11808	81.8895449	97.75799821	120.3716682	111.5490395	105.1195072	108.1299975	118.7658286	117.7889021	121.8448351	101.7068642	105.9374614	108.6565403	114.7265417	115.9960403	142.4744244	91.44086228	119.5847835	143.0752336
eco_gcs1_t04484	857.5283157	583.0181587	783.0147956	879.8419387	887.8835764	943.8825296	730.2292867	993.3843132	809.9854318	936.8382044	902.3002286	581.8464329	1139.034458	861.0624607	771.7284022	785.8494701	734.1288902	839.3090035
eco_gcs1_t05101	2469.909888	4472.424034	2391.763897	1870.832926	4829.217793	3935.422925	2562.240437	3551.411615	3329.978184	1771.290529	2893.850746	2000.330511	2083.294182	3075.437651	2687.677046	1189.351818	2660.706271	1767.675493
eco_gcs1_t06433	56.50815995	77.42286309	49.80579418	58.03163085	85.82604698	52.43403255	121.1733138	33.38867419	44.1803062	102.7412219	40.04870421	36.62739409	136.3904123	42.20654453	31.32182498	78.7727526	45.4497711	36.25879619
eco_gcs1_t11890	46.3795459	45.90284196	48.34822414	40.22050345	32.98587572	42.59163458	34.6539844	38.70437601	34.3743282	35.01577038	59.5200351	49.4567906	33.18692742	34.71989732	47.72486303	51.60799194	46.83782932	53.20516355
eco_gcs1_t11559	105.9736512	41.80280583	72.23812409	61.33281465	35.95518283	84.33992594	56.37367966	96.12070066	95.26586777	46.47346511	76.6207836	84.56598854	44.2213193	70.54878467	96.31177457	64.00252977	75.6648844	57.57706981
eco_gcs1_t05160	147.6795579	81.2805902	103.7834333	123.2560503	80.52800265	106.6217418	104.7936942	106.0917412	108.3582266	88.91391066	96.2893693	83.85733472	107.4210366	106.6316413	133.4984446	99.04477566	91.88654389	107.706727
eco_gcs1_t04677	421.5414688	291.8607302	500.4682305	424.2029292	333.8669237	457.4081355	380.5344111	291.1748651	421.2108502	443.6759705	329.0500631	419.9159429	442.6289632	402.7388401	561.5785208	288.7302193	409.3434796	818.5947153
eco_gcs1_t00895	502.8525818	446.6194556	462.4407256	487.1816917	440.7189128	497.7704877	558.7846101	474.9966957	486.3068398	464.6592042	535.9708688	412.7774978	546.606178	504.0058336	496.475104	399.4221352	488.0784239	513.1379322
