	c10	c10	c10	c20	c20	c20	c30	c30	c30	c40	c40	c40	c50	c50	c50	c90	c90	c90
eco_gcs1_t07009	846.8327074	2752.036681	807.0445522	1004.133201	2874.819304	800.8064258	2248.017505	734.3109102	926.3560179	1755.531767	732.8457159	706.3367799	2227.599402	836.9204602	829.1148162	1476.503519	624.1146818	710.851579
eco_gcs1_t11792	667.545098	617.2258657	639.1387304	552.2727879	580.2063533	662.5171267	558.8013725	677.8751146	660.3765905	505.3936021	639.0513126	497.5679136	446.9243318	759.9650182	787.2307785	380.2417099	611.3172369	822.7389412
eco_gcs1_t00891	85.85057529	21.61626003	42.71304152	49.41914953	15.65325992	44.02433385	32.86532755	43.9468713	30.13779299	37.72012722	30.66263461	39.18291742	41.96946768	35.03011177	53.63666463	41.54693716	28.95778884	52.44791563
eco_gcs1_t12472	6.011645021	6.684041592	5.438193834	5.368165094	4.931669403	3.913931545	7.659455043	5.80153974	4.547249451	6.148437068	5.760204038	11.39324964	5.320500555	3.794353679	3.854450837	9.021709421	2.983937403	16.95191189
eco_gcs1_t02169	356.3449406	571.9959367	435.2851811	337.0069602	567.4552203	337.2817862	400.1545706	376.5795611	365.0286172	391.001686	366.3890957	310.2228217	397.5160151	476.487006	420.5763017	267.5108225	314.7476808	431.0480178
eco_gcs1_t02365	3.06501498	5.625726148	8.707740787	3.143415598	3.736232396	5.583659848	5.01756115	3.07532232	4.590333362	4.716098091	8.596533735	6.292733548	4.631561307	3.123694036	3.656981754	2.642130203	10.59903799	6.66528455
eco_gcs1_t09641	125.5548332	62.66650688	123.8537264	102.040444	72.83462676	135.7353287	89.23881924	138.6903974	141.2378961	84.28937928	101.2205593	141.6200493	83.55844408	119.0187504	152.330565	87.78987896	126.2970638	133.7394815
eco_gcs1_t07490	3.682568585	4.829384564	5.228600338	10.69331302	9.327410649	4.236670084	5.797811613	4.484213641	3.303071049	5.006054676	12.43442784	4.704523684	14.80763698	3.301481857	3.569767661	3.859932475	8.608158966	9.2744945
eco_gcs1_t00423	1075.114256	1165.789665	1174.602927	1069.160492	1196.734613	1315.679959	1008.66089	986.9579372	1049.63375	847.6210014	852.2695661	1012.208644	914.3151448	1125.716745	1497.546313	537.0035355	838.6066207	1298.365633
eco_gcs1_t00030	4.590482485	4.026804957	5.649107123	4.828678841	3.921616938	5.132420027	3.034267226	3.622960124	3.54519325	6.566921012	5.025094763	14.16800816	3.603987425	3.84221241	3.707249715	20.59613727	5.675306509	12.19473447
eco_gcs1_t02730	897.5500508	1942.693626	1591.277224	825.9258189	2037.782448	1649.220188	1029.001159	1707.688343	1535.150853	737.3194869	1833.318075	903.5087459	831.8702411	1822.727037	1091.546693	470.8047025	1695.903256	813.26453
eco_gcs1_t11544	6693.747643	8328.761124	10619.91495	6213.830665	9299.407282	10366.28357	5467.070751	9888.11861	11676.7866	4941.623943	8754.091202	7966.290991	4695.581411	10879.49077	9770.845956	3433.381028	9911.588751	8871.473687
eco_gcs1_t09059	12.9854925	25.64655214	17.69384221	6.605972355	25.8096435	8.197566498	10.65041747	6.12482909	11.86562789	17.24828746	10.47383447	4.015785439	13.90342509	16.16777407	4.787721359	13.32591759	16.182794	8.890565149
eco_gcs1_t03092	90.12222371	71.85098964	103.4989781	70.7046793	74.84105639	103.4518602	57.92147953	126.5915405	106.8973578	53.5310144	97.32268883	84.23505008	60.39993571	109.3365422	88.55994809	45.66689789	100.0150791	85.43635564
eco_gcs1_t06620	10.12904052	5.042208659	5.246317703	6.482689639	3.819992715	4.313905149	5.848406849	8.262874098	5.681764402	8.770049084	5.36235927	14.10593183	8.020635424	5.288277264	5.96584395	16.83074965	6.879814392	6.031196378
eco_gcs1_t02084	114.8947261	176.33379	120.7737852	118.4302842	172.2644202	143.9111457	161.8106832	128.6473018	114.7062057	131.5579582	124.2174948	110.1238678	163.0312905	115.9289388	134.0921942	110.7465681	116.1797457	96.60779679
eco_gcs1_t07958	765.2268113	459.3456728	1145.43553	665.8857766	517.5284359	1126.660135	587.4135609	807.3633359	1172.401979	748.2000677	739.8994824	1173.347976	739.4653185	831.76638	1687.326027	578.0503345	1131.271539	2487.311401
eco_gcs1_t05546	82.87196966	27.52522268	62.72201083	54.21543497	27.09361845	82.23655166	34.57008219	85.90651092	83.9688388	48.41869381	67.9043645	70.33401017	45.77372252	75.01716675	83.62280071	35.32141932	73.44410808	90.99300654
eco_gcs1_t07661	6.713255154	3.14328096	6.15894118	8.039293399	3.891396985	4.594295106	9.555876037	8.086696045	5.898064606	9.512290261	9.425481529	18.24056389	7.503554954	5.398962861	7.860865225	13.38358346	12.11076191	7.153821884
eco_gcs1_t01166	171.3722332	214.3627254	188.5798056	189.8658424	215.1909673	184.8540521	195.5458538	165.9514793	198.3428507	182.564817	161.711408	171.8343519	209.8431222	194.2511636	174.9844083	142.5814285	168.3678274	199.4561718
eco_gcs1_t11681	279.375469	201.8039195	254.9543645	243.941721	231.6323718	249.9516513	227.0179445	303.6045884	252.9779154	195.8458907	230.1975182	244.3266412	217.3412376	262.5143408	316.8275735	200.1675356	235.1650116	326.0060641
eco_gcs1_t01579	2907.592187	7932.82109	3149.122625	3561.257728	9161.949807	2924.500675	5864.103937	2537.988519	2990.974789	4922.047358	2451.893201	2447.327703	7151.459725	2573.901564	2944.381458	4692.570511	2583.049123	3097.855432
eco_gcs1_t11481	8.781846961	15.95310642	11.55251483	7.222619327	18.69065371	5.047072403	7.224526086	6.843014742	4.127300174	15.23557809	4.69161662	7.477108523	4.847697075	7.420399498	7.3088307	14.09109971	7.92153613	5.307194103
eco_gcs1_t10232	87.03077321	67.57516314	84.0238794	85.14831358	62.47731363	79.47394217	63.48802212	96.1037001	83.08635277	80.69293032	94.56227507	89.63432552	86.01727446	77.72485975	64.11645004	81.7366396	88.9114403	39.43009405
eco_gcs1_t09074	14.90620798	13.0631471	16.37976096	20.47241068	11.22699642	10.71161985	11.13087923	13.40440155	15.4293495	16.23493816	17.10545974	23.54791388	19.20981619	12.38542664	13.63956761	35.73531888	79.69131764	18.34125941
eco_gcs1_t11576	46.50954426	48.49277487	40.76327743	44.01767633	39.20989897	29.78853057	58.0762905	21.89196615	52.1866985	45.76144942	17.32763264	69.05715175	44.75239192	14.6103916	60.16547507	31.94413384	12.54058778	6.681846972
eco_gcs1_t07302	377.661099	431.4511055	434.8335403	404.2643996	455.1535987	453.5579569	409.6215541	448.1139957	516.2823494	405.9720364	450.5128487	352.4438957	374.6452353	447.1501262	342.4705762	276.7609513	392.6812194	366.1442133
eco_gcs1_t02036	139.5739819	190.289745	142.7223337	214.6698524	182.7915828	140.3508528	286.8915276	141.1502121	151.6571313	161.8007644	162.0087994	166.9599057	177.3571784	157.1250086	160.2045905	226.7730103	141.3800316	118.3298269
eco_gcs1_t12010	2252.986959	2191.824202	2382.213516	2036.536193	1972.625783	1940.773231	2058.729182	1895.730661	2142.703825	1612.813412	1671.639862	1810.027711	1918.976025	2045.951324	2673.393477	1558.648312	1564.999232	2367.517382
eco_gcs1_t08716	7807.619694	13619.15015	9113.659246	9894.648894	12763.0255	7623.861144	14224.95359	7275.302167	8011.647186	9473.031915	7401.770926	6648.506194	14533.50318	7271.544824	8425.51593	11456.04453	6290.196878	8102.803882
eco_gcs1_t09876	325.8582569	415.3893424	301.0517839	296.3817594	415.2051628	312.9215009	374.4028472	273.3238505	340.5924113	328.1839584	320.5398112	228.9119928	316.652165	360.0327145	259.0566568	248.001722	324.9087429	230.4700444
eco_gcs1_t06601	3.013409775	3.079863752	3.603633522	3.303147431	5.273664414	51.24716043	5.080001662	2.693559271	2.946003762	3.557614339	2.371341903	1.271469855	6.014209675	3.831952919	3.269602598	1.325544772	6.725797727	5.700061192
eco_gcs1_t08092	3.065450672	2.848554594	2.862988487	3.262810967	8.762167655	3.422361862	2.84537492	3.836588518	22.59149699	3.994089121	3.061000163	7.182016579	41.74424413	4.798992535	3.338160256	7.355036037	3.869193014	6.558539912
eco_gcs1_t02293	381.1655483	398.6111955	446.472583	369.2691668	367.0898255	459.4442456	367.4186557	376.3234625	424.4811106	313.5125662	368.5474718	290.6616702	341.8389087	404.6096854	454.3198931	273.8063283	345.9126558	447.4416501
eco_gcs1_t02739	191.2381492	439.9461709	377.9481386	211.8415206	447.9186579	394.1020349	228.6831637	376.3861553	354.4828711	161.8553452	313.4151989	194.1949892	171.83157	365.0396611	241.4769795	76.74239731	363.5372534	129.6909999
eco_gcs1_t00778	2.528694605	2.026478091	2.25836996	3.803002183	3.149601873	3.379733159	2.859925936	2.822518283	3.043864078	2.238100198	3.684578116	3.701297934	3.892461336	3.18648282	3.466089797	1.606164489	2.968934352	6.405017073
eco_gcs1_t12337	1864.120161	678.1603734	1464.70856	1413.331954	698.8556892	1916.797256	971.7944737	1837.670868	1701.158716	959.5918941	1622.05482	1573.218784	783.2802068	1371.160288	1906.988513	809.8517418	1277.173295	1607.322309
eco_gcs1_t08241	12.13976997	27.94186255	18.90224032	16.32934367	16.55738115	13.49647293	16.38568397	9.697165867	11.59141499	19.40103763	10.60472297	36.18823565	16.311649	11.38962867	18.81225286	23.72968417	18.4776648	10.8542411
eco_gcs1_t03350	1521.222639	2470.120443	2107.942319	1518.606989	2333.271147	1944.123144	1493.570749	1477.891932	1514.711101	1751.764377	1554.943269	1301.851412	1589.335535	1715.82819	1775.451364	921.2120039	1260.007248	2037.909334
eco_gcs1_t02301	249.9855906	150.2747722	247.0263478	329.6166328	93.4012506	326.2316677	255.9027055	353.5662649	152.7370642	329.3163043	306.7779774	128.9231813	375.6333637	174.6147644	188.1168395	410.2744899	141.723758	122.3090655
eco_gcs1_t03595	478.5360123	876.2822646	456.8370342	424.2732365	1075.896747	507.1196924	678.6437999	524.0900823	593.3595843	629.6389692	431.084184	412.5498329	595.5562339	524.308394	492.6954105	449.1774924	466.3663671	535.84822
eco_gcs1_t06852	124.5143618	200.3169714	134.4558284	127.841291	185.9088312	123.9424723	164.2967605	126.0045801	116.6752347	137.1166811	136.0469814	93.20566356	137.4360407	150.2198322	122.6137758	122.6036053	133.5233845	146.6434216
eco_gcs1_t01116	164.3254032	179.3172453	166.0950408	164.0662651	180.6922327	162.6593175	175.3603406	151.0226043	143.7417629	147.2107197	155.1738871	136.3966028	185.6898655	157.6581893	167.0089422	144.5972018	132.0379276	145.6539968
eco_gcs1_t08327	2.621180416	2.136444618	2.472634035	2.357478939	3.060861723	3.72541134	3.034577283	3.1542647	3.308553945	3.023504902	2.761722083	1.12889331	2.630927853	3.225390757	3.915201105	0.731114238	2.266897239	10.80795274
eco_gcs1_t08303	33.07276028	22.03465416	39.61936158	31.07810427	27.17670636	44.34807438	31.13060696	50.51212416	36.13197028	38.08118701	47.20998712	49.04095421	44.0218507	43.60941925	41.36288298	42.3962383	37.5374482	19.75427084
eco_gcs1_t12022	20.02863575	13.39834371	22.46198044	22.58383064	16.69871317	17.33130346	14.09254165	22.80804266	14.70268653	20.35095713	14.69521611	30.36380493	18.05060484	29.94804462	15.97186169	45.86637555	16.82661986	8.658480527
eco_gcs1_t00842	2126.710778	2119.634738	1925.551779	1778.599704	2732.25818	2368.927289	2161.542608	2539.564022	2242.569215	1852.744816	2458.505251	1682.520583	2142.443028	2718.68908	2007.621182	1319.98503	2488.140339	2741.151837
eco_gcs1_t04151	32.86402662	39.92338514	35.84304253	37.36518184	52.17006311	49.95243693	55.65825447	37.80001422	44.52453011	40.83150703	44.32404659	35.424551	30.99706984	49.31513761	28.86485409	20.48814978	46.47048896	13.77180779
eco_gcs1_t07768	5903.637431	6740.582192	5115.74251	5133.00691	7457.17036	5717.385749	6839.168138	5511.566326	6004.453415	6231.966744	5173.553563	4687.811445	7189.311193	5829.768665	5192.134862	5176.890097	5260.598421	6385.999804
eco_gcs1_t02402	175.2471902	243.5177305	229.8118666	212.2193145	248.9130123	200.566455	255.8246054	226.4679491	222.5309612	200.742003	218.9912131	168.9263878	215.4075678	233.2472492	220.4932033	162.0124793	226.5503979	191.9572207
eco_gcs1_t10238	4.762766251	29.62052117	4.135147191	6.308764857	23.85333196	4.122512734	19.41827973	5.496923516	5.222249565	16.72131626	6.842864652	4.578954311	9.504547656	10.04349044	3.456489755	13.35966494	7.079571181	7.826267479
eco_gcs1_t12400	481.9942238	211.0015541	295.9028299	345.6314275	218.4567225	453.3601525	231.4163236	308.9823189	339.7184484	197.5265465	378.7536862	353.2753449	325.217985	369.1082693	466.4478504	274.8450193	283.3004499	250.4806932
eco_gcs1_t06054	59.26929864	48.13040617	60.11625767	57.81160409	59.55496034	65.67190086	52.84708491	72.32400405	74.28128136	54.89679749	65.67218334	71.03849068	61.27782754	62.30754167	73.63736704	48.78306701	64.55588388	41.32040212
eco_gcs1_t05723	4.181206081	3.381606822	2.394779088	4.655706978	4.145594322	4.215063436	3.311783289	5.676160508	3.728983822	2.986224347	3.460150624	13.33639004	2.599505298	3.289087912	6.958401674	10.28947503	3.939655875	8.937215922
eco_gcs1_t09956	200.0132224	223.0900234	248.6967667	229.3337473	204.2733745	232.7512125	216.0833592	214.0408273	204.3061084	169.8088014	222.4943297	160.3983884	196.2990618	236.8370053	237.6138957	138.4857314	219.5412012	177.5670802
eco_gcs1_t06199	24.76387769	18.08018857	19.76306728	23.45692799	14.10708296	22.94622054	17.05692142	23.46839723	22.13109262	13.9927895	20.12289094	21.26626176	16.06502907	31.44575213	27.38397637	16.9606391	26.55990124	11.38889585
eco_gcs1_t00145	21.52479317	19.45473534	22.97643551	22.58902184	16.4190286	25.69651387	23.98250587	19.71860245	19.37741618	15.61048072	21.77006549	20.05692987	18.79170343	24.41455374	18.78572595	19.05565683	20.74679915	8.043209142
eco_gcs1_t01335	25.64855297	37.62357948	28.50194915	20.96048966	40.89094073	17.14525069	21.45825358	23.58662377	21.94487628	26.60246287	18.01464107	16.70672334	20.07783415	23.97241844	19.45097365	26.22616957	20.06257444	10.64869186
eco_gcs1_t05659	21.55844268	17.78605227	18.78985638	22.34514485	17.47314829	16.53844514	21.71287106	14.06965934	20.10573887	18.00823793	24.16064555	29.25371227	22.38151735	16.57016437	19.95075382	32.89242265	20.1129064	9.88598915
eco_gcs1_t00173	159.9006561	161.3673506	179.6940055	206.8599311	184.7106615	167.9608327	185.6106122	174.8497545	175.4628935	144.724756	184.1618342	142.2486789	169.7256851	200.8782446	202.344239	146.3490371	176.8209579	165.0725117
eco_gcs1_t07553	18.96989738	5.401137934	11.95547059	20.96246484	7.503177649	12.28106873	5.130566331	12.61904523	13.69080134	7.927720217	20.78756588	20.47329819	6.319881559	12.77476772	16.51041224	10.52011824	18.11998488	8.193555654
eco_gcs1_t07873	17.02959813	21.76897901	25.76291382	21.63146804	20.78577843	17.92955677	12.08017084	32.51802712	17.96045017	18.224459	20.52562454	19.63061467	13.11312594	26.99284856	19.24579581	17.83052363	23.58808508	6.252092874
eco_gcs1_t04262	92.25605543	38.11864143	51.96404486	49.54901624	31.14057614	71.70135768	50.79962241	62.80798276	56.47650143	61.78244502	43.91564318	48.70721578	52.64516033	41.09381412	44.19252069	41.3549934	44.24285886	18.60949395
eco_gcs1_t05080	790.392011	2150.863349	1129.683674	896.599265	2123.202472	1230.361785	1129.556448	1129.789543	1177.202017	810.03146	1162.268048	797.8326889	1059.52816	1292.383086	1159.255303	560.8056997	1033.87688	837.7280574
eco_gcs1_t11763	312.3760724	244.9596601	254.2800182	379.0258496	282.9619908	284.3677518	379.6937886	198.9166375	297.7262496	311.2870631	231.1486132	227.2684948	346.9804029	243.5820424	305.9887441	390.7141606	221.4741652	386.3449285
eco_gcs1_t12187	6.801695588	5.376751313	5.546497102	8.802179418	5.771880974	10.69302715	5.40453915	6.193737949	3.827833635	7.104201846	3.3360235	24.04577654	9.418159402	3.669259156	5.231410893	18.10274853	3.285209336	5.798866475
eco_gcs1_t10984	116.4913035	355.5576032	137.2976917	158.1721351	321.1046518	131.4319899	199.4274396	107.2990108	105.8748456	150.3781382	111.5660726	79.16992755	210.5885001	137.5647905	134.4411707	124.1395915	95.64043079	122.2362135
eco_gcs1_t12420	168865.8718	17074.28755	115000.7361	71169.67071	11128.03335	126971.2053	31177.57142	148972.2618	104155.0779	25940.31432	106160.8322	96894.44368	22670.39728	80196.2289	185809.0974	28238.62818	44941.96807	107164.0259
eco_gcs1_t04956	63.84927804	67.00708167	75.98927381	54.21546317	70.50688348	88.73930301	59.45153754	86.52538784	83.3622561	53.35691337	76.87042145	61.35073811	59.75427223	88.82058794	83.53651293	42.40082473	84.79511516	67.67135714
eco_gcs1_t06062	8.946722786	10.51760964	9.508557001	12.70860563	9.327050185	7.161104194	6.81831992	9.899926036	9.882759793	11.22872814	15.44871783	18.47749152	8.621044267	6.069610199	8.036028391	15.56676012	12.13999725	6.585411339
eco_gcs1_t12426	170756.5008	17142.22394	114194.6347	71022.29972	11018.77768	126326.5783	27728.83326	158485.3303	104689.7398	25996.36851	107653.0338	95754.99863	22336.8583	81258.09967	177454.2627	27599.63189	44315.07611	109462.5577
eco_gcs1_t09461	61.27994275	64.00855575	70.30066374	58.38210224	56.11009199	83.65233668	50.86980674	86.5703111	64.14794988	54.04981701	74.210936	75.81997747	62.57544241	77.43191359	88.54277834	53.68887998	75.23478874	54.6831226
eco_gcs1_t05063	6071.199842	9198.253644	6861.651912	5628.346194	10550.46356	8612.518879	7572.18055	5779.47847	7373.640147	6623.762159	7343.180357	3724.999642	7660.170062	8242.292923	5642.625499	5076.785077	6759.545082	8340.091411
eco_gcs1_t12263	2.63812318	2.272369114	2.166415196	2.463061001	2.712141352	3.407919603	3.184873486	2.993279757	3.193281486	1.772955553	2.466022993	1.233374979	2.393577304	3.252512929	3.78643854	0.591742453	2.194744605	11.73337331
eco_gcs1_t01495	8119.704995	3305.308566	6607.828918	5311.489474	3460.062229	7327.45511	4022.178689	7800.950444	6940.815799	3500.123857	6673.843156	5354.89471	3493.150573	6622.028966	8067.15083	2336.928168	6104.808115	7989.546742
eco_gcs1_t00705	2.414216112	3.543738936	3.401939499	4.454809851	3.084968035	3.230291781	2.841555013	2.689111721	2.916715873	3.444872822	6.625368721	9.861927891	2.286482413	2.998871061	3.250587301	5.521530492	3.156657589	5.176733585
eco_gcs1_t01246	3.524233129	7.680449765	7.214128997	8.614907336	4.490735325	5.906969464	5.062662449	9.092232114	9.615702872	8.834793912	9.137766222	33.38650675	8.1349903	3.017964482	4.634147333	27.0580103	9.747142041	6.085656427
eco_gcs1_t10911	24.33770245	28.18137053	22.30369706	23.23016202	25.39719172	19.92036577	27.59961054	23.78664323	23.63881353	26.77905091	28.19922078	31.62690304	29.39402416	27.77851611	13.85051489	35.9028569	22.691924	13.44785218
eco_gcs1_t03263	151.9286045	127.3767351	118.1019621	129.1975516	121.0819106	146.0952918	105.482024	120.4942561	118.5279586	100.6006757	124.2376965	88.03116066	88.75056433	141.3663397	101.9907661	79.35086497	120.1644009	66.18256209
eco_gcs1_t05421	1498.94442	2719.845643	2042.907313	1858.003817	2754.482879	1952.238327	3093.46026	1420.877117	2094.931189	2310.180244	1767.109426	1716.533221	3069.845416	1693.297305	2074.010115	2045.362369	1475.742747	2160.476613
eco_gcs1_t11667	16.55774518	24.7056697	18.96981964	17.81874861	20.68303875	19.36623248	22.01565027	18.66865367	17.81800396	28.33451523	13.50190689	28.37174894	15.17532216	19.20300381	16.47700712	32.7591868	11.60425721	6.305116631
eco_gcs1_t12526	2.501095011	1.988904588	2.106744614	2.105956763	2.697755103	3.413633418	2.852827624	2.839907164	3.054857915	1.706944244	2.45812263	1.062292882	2.333954611	3.096138719	3.397491348	0.53500263	2.140285939	7.021045567
eco_gcs1_t05091	1936.444205	2810.902313	2718.840705	1843.732467	3467.250252	3417.663088	1890.808971	4263.551802	2895.482276	1867.97856	3878.72806	2409.763433	2153.041725	3234.07456	2912.395916	910.7070123	3721.460449	2248.641562
eco_gcs1_t03733	8.169971995	11.24201446	6.392341525	13.95977687	10.8530199	17.97667676	15.03953723	10.27187868	8.070697167	10.79356109	6.463141093	4.63114958	14.6642798	10.15441385	10.67530432	6.451306377	21.78302498	9.243923629
eco_gcs1_t10642	113.3640503	190.4801523	153.6513566	127.3799832	213.9088569	157.516128	173.0015145	113.6851204	146.8921911	137.5137366	112.592577	142.4049236	171.7916301	121.5510664	142.4930587	141.4362736	118.3492883	104.7965797
eco_gcs1_t11266	9.158253219	12.21848512	14.53227797	15.75131761	16.56311774	16.56974246	15.43430322	19.8336406	15.60363836	19.27175914	16.17002169	26.16949487	20.20384057	10.17046304	6.993199691	20.07174755	18.76176969	6.361227852
eco_gcs1_t05378	13.24541698	14.63760955	12.83883126	8.444676505	11.61827036	15.06379355	13.54479779	20.62928276	10.72545513	14.68159719	13.36851825	14.15932304	11.91240051	14.88286199	14.62803016	11.86142683	41.55434756	9.353344688
eco_gcs1_t04050	231.9933157	121.0063216	160.1819777	184.6967884	139.3721053	152.9765921	198.8031553	139.2729863	145.271053	230.4754044	124.1504416	128.0077479	238.7578489	149.7195341	197.4639576	198.8391021	141.3673562	215.2313865
eco_gcs1_t02720	141.6557773	72.01962705	113.755541	125.606971	74.45708017	122.1475968	95.81642292	144.7118206	118.4398146	95.7627471	114.615045	101.5148907	100.8157669	141.9654224	134.4299385	90.84558237	127.5157103	164.2149033
eco_gcs1_t09945	23.37969469	19.3836253	21.067593	23.30363455	15.46679746	23.95930261	19.78236911	24.24683237	22.07579851	15.1889253	20.07064094	20.6411013	18.12221573	22.08080386	19.5660161	21.23576358	23.48848219	9.750607498
eco_gcs1_t05864	35.55074135	30.64989049	38.12902951	30.51814967	40.13538632	34.84509782	30.47538004	34.61959198	50.30051196	26.46842198	39.76380969	35.55813799	30.29836666	18.32174538	14.70775006	23.59009302	39.46703644	19.14117463
eco_gcs1_t11433	366.420487	501.0281366	380.9314475	394.2387799	554.4853162	431.0747421	488.3476063	369.096107	430.3250017	385.9991284	411.6023147	353.112757	454.0590862	414.1870951	408.8785361	301.6965976	381.1204076	439.8872968
eco_gcs1_t09681	4.267165165	2.880322442	5.581987027	4.857507478	3.342908455	3.260471922	2.99685139	3.440456366	3.765159944	3.26192265	2.497155034	17.221574	4.853755571	3.049627534	3.940117317	13.74401707	4.168507331	7.424470608
eco_gcs1_t07219	140.5144304	108.8006105	123.7657201	183.2751645	113.7499205	120.3737153	144.0696705	130.3102729	148.7954703	133.7878343	135.9250578	137.2551905	146.0062495	137.6757861	153.9934864	202.2269348	124.8335282	108.8731095
eco_gcs1_t02941	2.493339764	2.073052665	2.206587069	2.178957722	2.792109753	3.345558557	2.887991126	3.037558583	3.146340356	2.157347031	2.529324373	4.058743726	2.331370962	3.00372017	3.807328748	5.513628224	2.231066183	7.953228229
eco_gcs1_t10478	40.27320408	41.22741469	46.20408415	35.98234174	54.4367387	58.12358046	33.36138866	49.32476794	60.57296666	39.90672295	48.27005362	42.05847364	32.6585623	57.07376101	38.35843426	30.90180059	51.0030274	31.15409413
eco_gcs1_t00730	46.59764109	51.00789411	48.97862311	50.60364234	44.12805682	40.79732715	46.45303463	44.75124796	41.54126692	42.40767925	45.38335451	64.29249717	49.65585529	47.92018224	58.11912332	53.57485655	40.88470219	14.83207254
eco_gcs1_t01018	476.3090631	319.9334863	425.4403714	382.1216159	296.2962045	528.1356135	377.1643711	551.6279192	459.3023729	288.007411	461.4040891	387.8910372	299.3998592	529.3304075	587.7608218	222.9893054	448.6366622	436.0399973
eco_gcs1_t00930	222.5370592	299.7920793	202.449123	224.8810753	346.7839189	221.7886619	241.9318357	244.4990592	211.7108739	189.7799775	240.6712742	173.5766245	204.3845919	245.4832667	206.3919956	145.2095907	211.2372073	182.0596294
eco_gcs1_t00171	192.8884482	146.9787892	195.5104582	240.1944598	164.635812	192.4050293	203.5071621	173.0201416	184.2131579	142.7452974	175.209084	180.3381709	179.4397141	158.0781569	186.0654178	170.7554629	174.3021348	180.1550721
eco_gcs1_t11416	646.0026875	894.7959189	685.5273018	746.833461	1105.259125	716.1032492	777.0512591	704.9714821	875.9361716	733.1635297	716.925135	577.1504767	691.2446358	885.2422433	540.6540827	436.6939943	863.6302425	777.7006536
eco_gcs1_t11556	535.5141936	728.0113827	784.8881332	486.167153	858.8697448	756.1286269	584.4070876	745.2503203	773.4421213	550.3499503	657.7313029	631.3268542	510.0373821	889.7772866	850.0696867	324.7730407	706.3221615	984.3177017
eco_gcs1_t08972	642.6534572	1253.797798	641.0788676	746.1629653	1348.884033	625.9828992	1200.938426	579.9137166	713.0025121	992.2935336	515.7192939	554.4500351	1159.47927	590.5732272	784.3540492	829.3857316	499.2191271	660.1714075
eco_gcs1_t00876	59.11311234	39.72939609	43.40708966	49.77193381	39.6301319	64.14705385	51.1389241	71.33352161	54.45118364	41.75044486	59.87959031	64.91314887	40.5235782	65.61330504	60.67478754	43.74006049	79.94139975	19.28001496
eco_gcs1_t07928	157.5159078	128.3625032	188.5929719	185.5559474	151.6157445	158.5798847	124.3717115	136.8139096	191.175211	96.1268942	118.3397977	169.839127	70.68194631	182.9747432	204.8757337	77.81950421	127.1009849	180.4403912
eco_gcs1_t00849	371.9752824	369.3602552	494.827064	348.0399132	404.697664	721.5185354	391.3317267	636.8717693	471.7814826	460.3361936	543.5948772	478.9359137	427.6191874	736.627965	785.7887006	321.7818035	595.8832083	646.2520365
eco_gcs1_t10394	114.8714434	98.11928204	137.0301577	139.5401983	116.2678462	129.7587555	104.2960345	139.9385256	146.7716126	99.37601206	118.6266964	132.834068	121.3824899	137.702956	142.4543325	102.2782891	118.567686	140.2433163
eco_gcs1_t12484	295.2663957	273.1181112	409.9825085	279.4102285	273.1324349	474.6450884	234.6102934	488.1753162	380.1531758	204.6731757	356.2670428	290.5019853	266.4007451	406.7815523	461.0299252	171.7697316	364.7798224	327.1058166
eco_gcs1_t12100	358.7914796	282.6024207	1014.414986	198.6182018	257.6268994	986.2128391	91.12177083	871.7120026	971.4162903	81.2247676	740.6883873	724.0704544	72.51468921	773.2094336	992.6138542	93.61049684	549.8118987	233.1477362
eco_gcs1_t10436	13042.19435	23282.35671	11878.15699	15743.26954	23761.89061	11648.79464	20912.50499	11024.77138	11902.10948	17927.11842	11133.32838	8141.238001	21911.25717	11451.85416	9885.484316	12031.33189	10322.61451	9717.873714
eco_gcs1_t12513	3867.020602	1375.812872	3393.625555	2281.74249	1150.94251	3657.087251	1598.378804	2470.952329	2747.462731	1359.184413	2429.746239	2469.131989	1415.577963	2943.212201	3931.027607	1626.563988	1324.010976	2670.120871
eco_gcs1_t10261	16.07090135	11.6806133	15.99732883	14.06247669	13.60916711	8.02877034	9.978414249	17.57811124	16.3055214	14.38938492	13.47187696	20.13669318	15.99419246	12.12781022	13.24524585	33.22520638	13.22006748	11.83149591
eco_gcs1_t10157	301.7689334	217.9033699	284.4467144	262.739914	191.591311	260.0802798	238.2546312	281.5711039	208.9906757	212.6814287	234.9373061	190.3056047	245.7211415	225.9834265	309.5357435	243.3231453	177.8718448	177.9220704
eco_gcs1_t08818	8441.95864	14725.11681	8345.382843	9250.72663	17502.29225	7693.857755	13805.30729	8086.019908	8285.815884	10931.90205	7669.59151	5318.866121	15956.70338	8627.739515	6023.309812	9985.317947	7926.931655	7009.522844
eco_gcs1_t10713	71.03771096	68.69799383	71.42712812	49.97584745	76.40327463	70.90861716	53.25935498	80.37076531	80.15398718	51.87244528	67.06477404	82.34598774	45.99095788	76.57532106	73.56376249	41.8648364	79.18171948	48.38172305
eco_gcs1_t06214	3847.794035	3082.171542	4100.753361	3403.542116	3926.059496	4792.045986	3613.115469	4644.914641	4243.642429	3532.841308	4677.035202	3293.650827	4088.925998	3844.836204	3723.613405	2641.273371	4058.978483	4892.853181
