	t10	t10	t10	t20	t20	t20	t30	t30	t30	t40	t40	t40	t90	t90	t90
eco_gcs1_t11016	62.04697381	87.16972649	136.9480863	122.030157	270.8721107	711.8483022	114.9785896	94.65118098	474.4825519	120.9615358	97.04723145	120.562934	107.2910308	169.2995845	254.3897891
eco_gcs1_t08273	6.316316786	3.170610128	3.698280836	6.390941298	4.760657058	7.233636425	5.033290064	2.901985133	19.32396262	5.524688059	3.513478027	3.037336381	6.772181092	4.979388952	5.104912266
eco_gcs1_t07103	112.2502962	63.23968738	63.21761621	120.5519575	123.425444	80.92602274	87.21825999	87.35724099	46.2695311	105.0543148	323.5904946	61.35028696	70.04941083	120.5071441	49.34321188
eco_gcs1_t03095	725.2459111	341.8127971	326.011417	1010.66891	520.0109231	645.8649054	632.8742519	292.3326662	520.9255558	801.491332	320.8855316	390.984561	2170.103836	659.0829644	912.3062148
eco_gcs1_t07386	59.81020775	189.6639319	233.4399633	55.76253134	127.1340563	67.24640841	81.52129371	259.89255	19.72130263	44.33154399	265.3704072	216.6778887	31.16546107	157.0478161	126.8100416
eco_gcs1_t05535	52.90281692	193.9696916	216.355842	42.41110048	110.4462982	54.00110461	35.52907353	227.9508757	39.19194747	42.38000027	190.0039943	209.4002422	37.76931292	147.3235043	160.1800118
eco_gcs1_t10331	2363.450848	208.6676023	44.38812988	249.7917584	94.71967799	95.82404075	134.6440589	31.82164079	234.9362704	131.6953203	28.21732816	84.60503766	359.5216379	269.6653668	246.628679
eco_gcs1_t02546	3740.9039	708.1023779	424.4485958	3485.565073	871.2562164	1547.289111	2725.437329	506.5201322	1672.418379	4906.656735	735.0012116	434.5087622	2473.201891	448.428248	700.6150841
eco_gcs1_t11100	139.607937	305.5035965	403.327524	125.4360252	130.6808197	80.58926412	102.8634331	364.1322178	34.53090956	105.8081128	313.5608703	389.8237894	92.44054354	177.237664	162.6364349
eco_gcs1_t09307	36.53813878	173.0155888	234.045484	36.19620887	45.7349364	23.58054627	29.09952052	155.9746269	23.54207807	56.82637078	152.7707749	164.2193597	61.86602172	75.52193107	79.81717727
eco_gcs1_t05086	2300.626475	936.291338	468.9849952	2364.955128	1651.744451	2436.267051	772.6617563	259.2492928	2465.022988	1178.857145	293.9264053	201.622913	921.9875269	755.4741667	486.9880156
eco_gcs1_t05557	85.67257338	312.3517632	274.1447183	98.15351031	199.5639443	89.6159786	162.722465	315.09823	85.65543765	120.4566865	376.4776567	272.5859605	139.1798199	219.7791492	119.7185136
eco_gcs1_t00446	109.5128593	526.8564709	583.1529235	127.8400946	396.0128484	282.8344109	287.8015558	552.0597696	149.2118305	177.0539584	428.98512	515.8080444	333.3238054	507.0825317	550.2967398
eco_gcs1_t05754	958.6375483	605.8755039	582.4962265	1280.580912	1211.000222	1929.350192	755.3941933	456.274413	2112.865493	921.2108537	560.2389471	504.8601923	923.3095877	925.3633892	986.6316156
eco_gcs1_t09957	735.1362441	1110.134355	486.7017143	1053.811753	1463.739188	2775.516746	826.3767341	534.5265222	3498.566259	1319.482534	674.7299505	1136.935062	2240.561792	2543.166999	3356.649256
eco_gcs1_t00045	66.02893075	127.0461325	198.8963285	56.27345797	56.85493948	32.3944817	75.62952012	169.9825524	36.50402015	49.46624402	98.26619616	178.6759233	45.37433902	33.88426138	37.76697974
eco_gcs1_t11390	346.6811545	523.3782036	422.9415684	554.635491	380.5776923	282.4587133	566.4911857	447.3040308	269.1088213	556.4579937	450.8222511	522.2324334	1090.856092	517.5778475	389.3809996
eco_gcs1_t06542	1338.533098	1026.726804	559.7592904	2455.314473	2141.13133	3532.346753	1693.80348	569.7029462	4844.197436	2296.040721	652.8049407	681.7772606	2448.263667	1510.648328	1844.424078
eco_gcs1_t04250	400.7587503	223.4996148	200.9124931	390.6807037	356.2885886	392.3596981	342.2582074	247.7360922	573.8142131	418.3620802	225.0597188	209.7270179	321.7502666	226.0802924	194.9064895
eco_gcs1_t03188	90.26002696	365.2847019	6.604990738	32.03462528	7.482227219	124.0868752	43.07735791	33.18118604	397.1995423	484.676636	228.0270788	233.6364809	2554.858246	890.1419628	1010.314555
eco_gcs1_t10907	1184.743983	283.4778958	382.7029892	3186.684228	751.0406875	773.1638652	1723.404665	360.0488874	867.2048908	2334.436343	323.4361959	304.6315283	1183.801477	315.9867072	398.0499175
eco_gcs1_t04035	29.33163975	48.56048401	62.13453138	30.63177527	45.18258696	23.35041963	68.16390824	89.61453705	26.37191506	15.86223751	74.67327216	98.30540537	21.06564991	32.54157247	38.1974157
eco_gcs1_t01770	1357.825797	644.0596319	482.3673661	4000.417057	2065.893985	3855.78622	2525.762034	397.0112235	2322.637493	2943.297128	495.9242894	261.3092025	1405.069793	606.7972096	748.5847131
eco_gcs1_t01710	47.35476844	35.26114566	66.49253388	37.99953957	36.57818895	20.77794854	35.65746566	80.54099988	24.12312877	34.51346488	70.07673794	64.2830487	25.91570613	29.02631709	19.95141502
eco_gcs1_t02342	86.5366905	159.7997716	75.7271164	232.3315551	380.1945503	409.4768427	187.7407323	56.20691223	538.2670716	175.2074697	64.61211165	41.38447429	269.7920353	313.8140221	243.4553171
eco_gcs1_t00906	3179.877303	2453.298087	1382.138684	4630.875302	7093.1192	7697.831056	3526.859453	1358.355172	6158.127696	3863.467417	1498.461268	3021.200115	7684.049745	9048.321614	8019.431689
eco_gcs1_t03609	36.42628659	114.4481662	161.5400359	57.48674894	91.91110566	41.55668228	75.13996315	190.7956677	31.92932908	82.8195148	159.4788173	189.9801818	62.16614102	127.7219895	129.0347007
eco_gcs1_t09906	640.1402877	1047.955678	702.6643749	423.7671179	903.7867349	1722.132888	380.0248719	492.3342506	2162.191468	494.384353	527.0269681	621.8269255	974.5863161	1614.927238	1758.761354
eco_gcs1_t02915	162.2131041	18.29747634	27.54949391	222.8930222	52.23659172	74.33394149	106.6916519	19.67746564	99.67495219	251.0887404	49.00405501	559.1754068	6207.453117	1641.867794	1505.319215
eco_gcs1_t05321	259.7070899	198.7661686	248.9794778	651.5983201	692.1559406	2409.055885	762.1439508	248.9895888	1802.589591	1062.829237	408.6736863	197.1051476	188.4486172	180.941211	211.2274256
eco_gcs1_t06187	135.7026863	169.5083763	146.3177251	169.8277623	160.8344672	133.6863827	160.6477301	154.8273707	191.8832504	147.1274896	77.43774567	112.3745738	114.8073395	120.8383627	70.31506313
eco_gcs1_t01290	7.195340563	4.741354829	2.655841592	14.09544269	4.18795793	8.332034995	10.38674779	3.268994481	19.16892411	14.26420456	3.068882154	2.926089052	9.231223716	4.069401664	3.652639667
eco_gcs1_t11110	113.0232481	139.8900448	160.2541842	134.1262777	130.0127462	132.6207939	86.7700813	158.4550817	125.9922496	131.0199659	154.0920076	160.2923428	106.0316646	126.9337763	126.837069
eco_gcs1_t11410	567.2439371	402.7446018	433.9893424	237.5122742	251.8822495	217.3735983	360.9255124	438.605504	219.8879521	396.0333834	372.104233	400.8581453	252.8215745	215.247361	211.0055971
eco_gcs1_t06376	88.94293222	71.05769468	83.63775858	58.57136914	54.10320678	43.80101904	68.90257537	110.4071692	55.58434067	100.3462803	113.441407	86.20172805	46.91239013	33.95737902	34.91494399
eco_gcs1_t11013	2667.022565	1273.018464	470.9413982	2074.841126	2356.859683	2638.415012	1737.35835	553.5915467	4471.085343	2087.856088	1324.354329	611.0304852	1972.822124	1882.337975	1633.510545
eco_gcs1_t02494	46.90327438	151.2801973	184.765625	59.13499472	109.8011809	79.06722357	97.20834006	210.8121155	73.07392234	62.43705502	136.6056569	195.6678654	65.39797566	96.98435803	70.45286324
eco_gcs1_t04388	699.1347277	338.4692104	143.7742539	411.1673021	515.6158681	538.8928806	234.3156806	126.9777054	930.4581512	305.7615502	223.8001089	131.626632	336.6706287	355.5789931	324.1807755
eco_gcs1_t07894	170.9923703	286.7036329	236.5910164	308.2818129	292.806064	407.1203902	397.1481214	317.7950323	435.6811332	265.4396286	165.0943817	301.0577781	536.8628899	411.7827963	445.0655859
eco_gcs1_t07304	183.7174383	377.580506	276.0280919	706.8405965	740.0788108	477.8756491	402.6598852	271.2683507	273.7147347	215.99408	270.6896077	265.1206242	252.4779591	319.6919883	369.1726654
eco_gcs1_t06251	266.899371	329.8594566	243.8885873	409.185887	409.1200823	450.0626192	408.4699845	251.1342487	579.4813465	367.1473391	212.0419779	222.5498618	463.2715702	372.4498145	386.7806121
eco_gcs1_t01342	27.75432079	88.39825161	49.66002035	49.1439946	58.59482937	55.50776031	15.43168641	62.72511539	33.57164005	26.6742018	25.48076745	163.9023702	651.9208676	417.5364287	606.1909763
eco_gcs1_t09384	113.9618637	380.0198427	450.0545056	87.63910375	217.9572647	95.80081698	186.0561217	426.6572978	54.29234238	107.4457593	302.1573112	442.4467941	59.13877832	229.3161531	239.5118666
eco_gcs1_t07672	17.17810802	73.84613688	114.7709455	13.37801681	31.14460616	17.35782641	32.08824588	113.7299255	19.65176071	10.27415126	61.92837861	114.5865781	12.71630988	39.08815382	45.89624791
eco_gcs1_t00768	6770.459563	1868.224084	1350.952998	9642.910143	5109.308196	8316.530997	6079.493859	1733.818775	8131.221701	14970.82977	2838.065004	679.8324104	2273.784993	859.2687771	1876.541413
eco_gcs1_t05588	16.24507292	85.24470172	124.4119096	10.56687824	64.87590585	33.71860745	45.68144849	152.8828743	20.28415122	11.42646062	126.1024822	124.5252368	15.07533653	78.44897857	53.01053617
eco_gcs1_t07784	6082.694704	1252.023639	811.3097555	5035.49134	2723.740529	4838.241613	3368.909176	815.5623951	8820.055347	4843.290509	1357.006815	565.5499051	3168.401973	1682.715129	1408.594335
eco_gcs1_t07808	141.519835	140.8804035	199.6620355	173.2763171	109.7880696	101.8151147	156.4213559	217.7617423	59.91167364	135.5904687	204.5694966	175.7803602	99.92593729	104.7245652	90.27632839
eco_gcs1_t09468	19.35110767	4.055108737	5.574790598	43.52914757	10.60559847	12.07536024	11.91969149	4.026111533	20.15874702	17.05014019	4.725239055	5.107266568	17.92219457	9.554118616	9.915154461
eco_gcs1_t00621	6.223645372	1.638245027	103.6659157	5.996661945	2.952821264	42.3146836	4.720941136	1.196477409	58.58497739	4.568826199	1.469134937	115.589836	6.165293609	2.367284471	31.99245982
eco_gcs1_t02878	620.7185659	157.1518685	71.26715253	549.0305752	317.2881643	464.8334705	318.4338534	21.19409603	638.0305424	476.0451421	133.0045916	40.40520471	455.6692493	217.612016	228.6511307
eco_gcs1_t02750	11363.91555	1799.876967	1636.014338	20123.31773	5806.267868	6927.843051	4427.128791	580.2317909	8214.803138	6214.13239	661.0422677	67.93500446	2118.374365	934.5975544	379.8886017
eco_gcs1_t05366	1339.425473	705.0419131	309.7344908	267.7371954	338.9473008	855.5156349	305.3240102	233.2133629	1418.673577	490.0038451	145.4929658	894.6687848	1549.145134	1225.561484	2269.238794
eco_gcs1_t01400	208.2161086	318.6223296	170.8448821	261.2355233	120.0103293	182.2366315	339.7371926	214.4422162	200.7686879	907.008894	315.532602	236.9852224	1769.404841	452.135841	126.8278221
eco_gcs1_t03482	26.60109722	29.59533725	49.60365257	34.22757437	22.14406467	45.57743356	17.3881051	71.58226863	32.31722187	52.58021179	55.65162165	81.78825456	39.72685475	37.2820652	53.36038244
eco_gcs1_t04430	100.6682999	296.6313344	356.9961236	138.7749837	268.6855677	133.5982175	136.4793687	417.7542015	106.2198297	81.41632986	308.4563666	376.3094404	132.7186101	276.5802888	223.2783786
eco_gcs1_t03161	632.6873673	98.57779856	63.43660886	879.0838205	275.8405001	495.7566132	578.1106735	64.62244257	517.1057018	886.4696121	71.90108973	65.26344462	711.8394464	136.1473818	312.5824431
eco_gcs1_t09723	475.4217656	195.765419	270.4618545	536.055397	313.3102528	478.540312	335.0461722	256.5706976	358.7104768	465.4582697	232.1075943	249.4783985	347.9176537	175.3729823	238.3418675
eco_gcs1_t12235	279.9608012	346.3525534	376.6877883	252.4489919	294.6432606	173.1168247	177.8839767	482.5489489	188.2177687	275.5248463	474.6136238	446.818419	195.3373432	236.5619628	234.0979716
eco_gcs1_t01080	91.21261408	139.5455983	190.5997895	63.22087757	99.89131875	53.97935233	77.72332614	197.9843934	39.69327877	49.79140997	157.3018639	196.8446209	55.22241451	121.6927279	103.9359752
eco_gcs1_t02243	15307.97518	4359.330545	2909.261749	9544.519476	3082.23397	21198.77719	10343.79882	1781.199733	20885.76516	26457.66754	3845.73908	6580.547999	25198.40685	5843.674087	11455.62251
eco_gcs1_t08406	2011.099383	893.2479954	662.1921827	3245.216827	1505.487842	2471.894124	2291.603661	521.9090914	2278.204339	2537.930758	397.1385148	551.401782	2571.366002	1155.328634	1672.571622
eco_gcs1_t06474	123.0136303	226.0803998	249.9677049	80.66848233	145.591112	86.82186264	155.498388	339.2810227	78.12404347	58.15061044	293.7406071	284.8658024	68.93938115	174.4710357	118.7908658
eco_gcs1_t03871	62.36982603	114.3309203	74.58134891	148.5204646	118.9602233	176.0509747	89.24476257	101.5645062	133.9922554	129.0896742	112.4361764	200.268328	283.1410155	204.9484889	204.7827083
eco_gcs1_t05328	312.4620499	349.9687468	150.4188662	280.81913	206.5039533	573.5531274	544.7661996	276.6774616	1068.547142	1121.275973	322.4508215	185.5324128	504.9195883	295.8496319	280.9255677
eco_gcs1_t08205	242.9594428	274.0678355	163.5124977	358.7599998	471.5425319	620.9368466	349.4928195	224.3517182	283.8950199	303.0151381	141.4285482	246.5519276	549.172332	385.0214999	436.4476841
eco_gcs1_t10919	64.48542543	209.3418803	206.6072546	61.16790747	69.70741408	44.05725064	103.1242958	197.4574213	23.72984451	69.64374917	200.9748821	168.1828947	45.26181918	80.57012605	64.9191066
eco_gcs1_t01939	3417.984223	977.8347461	870.9166132	10023.03897	3599.872112	7803.560078	9845.624876	1083.152338	5911.648108	17470.59147	870.3705888	655.379078	7000.198047	1194.69793	1786.171036
eco_gcs1_t07104	21.47576021	10.67446989	10.38845757	13.44846182	11.85271909	9.82097334	23.07173303	10.04995774	19.45570588	17.13939711	13.91985968	12.74678691	21.64586043	8.12483423	8.168181464
eco_gcs1_t06370	455.9461813	299.5164082	283.6935654	349.055216	315.083222	209.8696694	179.010959	310.618103	183.4866772	232.1855406	282.4046787	298.2782892	402.6901647	365.6315011	270.1693019
eco_gcs1_t11328	524.2689233	613.6720845	465.2965909	252.5669699	257.2563692	462.1910328	458.2010365	596.8341241	427.7855964	646.9401005	372.4023178	615.1702023	1006.961971	718.3133096	931.4855064
eco_gcs1_t11557	369.7490786	401.0707252	297.4244781	622.2332468	511.7063456	598.2543702	773.5391315	377.2596367	745.5449363	990.305315	374.5167263	404.3539892	1451.274234	661.4715765	593.8551644
eco_gcs1_t08105	13.00794708	49.38168372	87.316511	15.97600481	17.29863108	11.18756989	10.46002332	85.89699563	19.03612196	15.86231139	77.69396325	80.12957877	16.92888089	20.31419131	20.70234414
eco_gcs1_t06521	1418.020984	270.2363336	195.7074891	1028.129653	272.935404	429.3611721	587.163066	200.1556306	602.4376445	926.0731926	223.8503513	208.8018341	1617.074739	219.6248548	238.4121074
eco_gcs1_t10875	1154.681164	583.777672	443.6810984	1835.452121	1212.019124	1911.193284	1069.170002	400.6426268	1258.191458	1363.46062	325.5513997	427.5914212	1325.55807	755.7062225	898.4774902
eco_gcs1_t08461	8510.897323	2886.12165	1028.345417	8094.662586	2404.816196	8348.1204	9116.800405	1724.074251	8478.21675	26022.67878	1687.671622	1727.496605	16096.02621	4214.256895	6011.720101
eco_gcs1_t04508	193.3169435	318.1405254	67.73294197	77.57963139	68.55855635	108.0801445	112.02618	99.67207647	108.532369	102.7795324	71.36954652	163.9249685	1162.148493	510.2840615	526.9024414
eco_gcs1_t02825	120.984724	162.6971035	132.0177405	171.2604702	148.5734756	144.503888	215.0341485	157.0784989	246.4163377	200.7141295	130.2679832	139.1782202	279.8463973	183.1795402	159.0659112
eco_gcs1_t00530	20.82537411	109.1178228	138.5658691	16.85151594	49.75808533	22.82872116	12.69716981	143.1631825	19.50990879	20.07478031	165.8295419	137.6568914	14.79235765	77.06206548	71.57475134
eco_gcs1_t01041	1463.822147	615.0917091	350.9690296	1987.843116	1181.29158	1482.059503	1305.890607	337.9702422	1531.713918	1520.825711	358.7363921	356.2501467	1421.148964	821.7139555	723.2413617
eco_gcs1_t12230	1873.257213	1541.238778	1268.087314	3062.913234	2765.079731	3150.9795	2075.347601	1426.492383	4023.738122	2373.814125	1515.055975	1459.83874	2214.248292	2178.159982	1977.724551
eco_gcs1_t04159	25.34294945	17.66892847	52.61282868	26.69588906	30.82632973	34.63744349	18.38122721	33.35300075	36.67381248	24.6392147	54.28330751	54.0348161	32.17577025	32.64698667	43.35425934
eco_gcs1_t01511	86.03946929	114.0938329	149.2579907	74.51204668	86.90018286	74.95242311	127.6490863	183.425307	40.73767717	94.03128198	271.2757622	193.4165322	61.86136413	92.71551949	87.55919109
eco_gcs1_t02189	1958.743154	601.045293	241.8954119	741.1752005	614.0519865	700.3575071	380.4832641	181.8811616	877.8944746	534.7093625	199.8389844	199.6610194	648.4650771	532.120267	428.8251732
eco_gcs1_t05880	43.89969158	100.5484909	99.77725468	40.42793421	36.39006038	37.01113361	37.84246373	117.6103742	28.2733323	33.9744642	111.8862259	106.5660628	49.11430432	53.68171653	33.05737239
eco_gcs1_t10151	85.7416176	232.1449117	260.4659028	83.00980625	123.6084455	118.5039425	187.6351956	260.1049496	87.24899783	90.96870993	147.2348896	260.1512794	352.771056	269.0721995	279.2248254
eco_gcs1_t00524	95.18058366	100.5229912	136.8071434	66.25579334	96.34110051	81.0029109	40.90331104	134.4328848	40.20695968	62.08985183	168.0545713	134.3617923	160.6535017	125.1579839	160.1295852
eco_gcs1_t07529	137.0285998	279.6881174	338.9534391	125.0471555	194.8736942	123.8931706	214.2766195	348.6741581	142.6065943	175.0055409	228.502796	286.7348863	161.4473601	192.278665	184.5435661
eco_gcs1_t02428	1026.832071	95.78933837	83.27998057	613.9705199	287.9149372	443.1979463	462.5739579	68.67847156	630.2944408	510.3375111	153.8969016	42.33834114	264.6411259	138.9255812	122.0572572
eco_gcs1_t05064	7.975346789	3.69170089	3.792707452	8.836771933	4.364102995	7.184909822	8.61147522	3.149800458	19.15788323	10.95585975	4.588935922	2.729435858	11.36024555	3.816502514	3.859898602
eco_gcs1_t00051	498.2990824	245.4503735	225.4285442	690.5712889	226.7404015	229.3782411	377.7091066	252.4712648	265.6216767	645.8103247	172.4900714	414.7187786	2043.855405	834.5876504	805.6956605
eco_gcs1_t00577	7.191167806	2.332681804	1.836267392	6.951141555	3.569572415	7.292468824	9.864023318	1.832391803	19.1245883	8.55741809	2.051608689	1.771284744	15.04106575	3.135626063	3.650691479
eco_gcs1_t05370	399.4895453	216.3373457	155.6109326	161.0940328	109.6970872	268.5155676	227.7572265	156.8795182	660.9920883	358.2867131	144.1917316	254.3931241	802.6887941	279.8644385	555.4547193
eco_gcs1_t12029	76.91922677	198.2596779	236.5179249	52.82850188	127.080366	83.97661705	90.80127634	228.2100507	70.01472947	50.48695055	326.7372832	224.8272825	40.42865199	130.0477183	120.4478029
eco_gcs1_t11942	237.3881207	217.1192142	249.2238039	416.0151649	478.212554	402.0822236	252.0663414	261.8764054	664.8885667	337.9388405	237.3281663	237.2370653	378.0735498	293.5114125	247.1389361
eco_gcs1_t01903	19.18205028	18.78848669	34.63974969	30.30565756	14.17181061	12.98714523	35.38979144	51.65877303	19.29531892	49.31998104	27.26225826	47.51538897	23.42571013	17.77147922	14.74879617
eco_gcs1_t05265	165.1717514	128.7296793	166.0053755	108.1510167	120.6278665	144.9434985	43.83000989	170.6366166	145.1445369	96.03284074	164.9929242	164.2705002	170.0171034	149.1173238	179.3107246
eco_gcs1_t07179	101.8964181	150.5412458	212.6629431	167.9869028	307.3777401	386.6727186	276.1428191	318.4567312	417.1783956	450.89415	361.3153949	205.8105371	97.40906118	131.3754819	163.1528986
eco_gcs1_t11022	341.5806305	339.8968478	297.8020511	347.8307775	301.7751806	213.4886434	387.0168993	463.7729342	666.26414	1409.573496	422.2154396	301.5139323	405.1854145	260.1337218	384.6921284
eco_gcs1_t11069	3226.363237	1789.847355	507.769398	3934.147146	2230.970006	4311.909366	4079.117461	735.0731896	4643.853106	4468.545459	1115.360761	1132.545388	6732.517225	3644.483233	4092.664477
eco_gcs1_t02999	207.0643414	420.1065071	161.0962574	164.5057817	331.9774299	366.5161035	151.3132274	172.816537	482.3408455	201.0521323	120.3257441	214.325569	278.4999738	449.3143063	470.3625688
eco_gcs1_t07262	457.824154	171.784906	87.37998026	322.4851829	95.22108489	294.3930203	274.3018866	70.28100771	289.1221021	535.7679826	169.8421637	127.9084646	599.933897	126.8233934	182.6499638
eco_gcs1_t05396	500.1534854	277.5353115	274.7651747	646.5204201	484.3779328	640.4792228	370.4435504	296.3991263	578.6377031	535.2412634	294.3601089	263.7291699	565.4171041	331.57065	304.0028061
eco_gcs1_t08592	239.2824553	304.0465833	160.9672154	561.3019458	374.8726077	386.8389437	391.7198024	251.1133274	556.5433528	622.2871223	220.1085002	239.5438999	757.67526	395.207836	398.9669507
eco_gcs1_t07752	999.2856756	1085.763615	426.8487866	1775.437096	1707.043138	2836.082265	2282.157669	592.8011019	3802.186893	2607.342547	602.9367768	820.7245942	4191.322241	2160.885731	2107.647733
eco_gcs1_t00015	9296.848408	650.9215791	29.72192414	597.9506317	212.9548021	231.6315763	238.8867122	10.21604186	263.0489157	291.6544763	6.047431983	14.20176136	295.6724728	61.79875631	90.28747098
eco_gcs1_t11668	62.21315063	200.1749271	263.5769255	48.59996145	152.5733103	84.66077389	120.4825307	294.9134874	21.87713318	38.40767936	162.0147515	240.0978894	33.31848649	187.9223268	153.0777945
eco_gcs1_t07741	45.90851498	122.6207971	171.2173281	47.90470745	43.76504233	22.71203979	100.1148934	170.4174167	19.22949297	49.71883911	116.2612841	151.0957864	38.4655621	58.76129594	55.2213331
eco_gcs1_t04347	280.1003211	354.4011346	269.4968535	524.4553243	545.0297193	569.7291162	296.0717356	272.4192392	549.0821556	328.2436629	362.1526359	258.2332849	287.6983557	356.1006776	316.1409297
eco_gcs1_t01417	41.6294144	172.1609278	190.9625175	50.95459536	150.3731362	128.2748108	55.745913	231.1506308	71.48086879	59.570237	200.4909093	207.2089811	48.9187581	145.1771287	123.1310881
eco_gcs1_t01188	106.7185287	219.5221632	284.724606	99.51895695	184.0814937	117.857749	153.4519232	332.8309477	125.4127513	75.87818876	253.3732461	323.9268985	115.1084529	206.3628664	182.9714262
eco_gcs1_t02742	1607.708555	811.6622953	622.7410595	1992.759339	1887.550569	2088.525942	495.6350734	253.7692009	1809.071967	732.652073	238.3234052	48.21531909	344.8483714	476.6023359	229.6116371
eco_gcs1_t00686	59.15358415	191.9564158	259.5358142	73.38310585	113.8148274	52.3548166	87.51004968	313.6821312	18.82513468	64.72660507	249.5040975	288.4474695	43.47713989	153.0664738	132.3656451
eco_gcs1_t01756	38.63123624	146.8378413	200.6026104	27.66659651	71.72490674	51.46201447	110.437348	213.56075	35.17986214	54.61301584	117.9614082	184.648356	47.10381711	92.66428239	69.33769868
eco_gcs1_t08099	13.26023965	12.82663789	38.54480629	15.84692704	9.107280107	17.694731	10.07960284	49.33167713	19.31980872	17.26209318	13.25013624	53.05134202	14.77244966	8.558521975	16.17467494
eco_gcs1_t08400	10.3136819	4.982900262	4.391553345	11.11014486	7.449040787	11.45978551	8.219012358	3.291647213	18.75284428	7.896757197	11.84943442	3.691541063	9.305940903	5.96801887	6.458795221
eco_gcs1_t00277	314.1022262	529.5295412	417.9000229	494.0845464	689.6067215	674.5720896	370.0385352	359.0638381	1324.736044	452.6973963	448.0375174	365.893608	509.0059586	681.3066215	577.9123725
eco_gcs1_t10044	44.27159704	6.544658653	5.39275991	19.00829528	5.975458436	9.935366689	17.71794376	2.979409379	18.52245726	20.89512737	10.45686832	3.382978646	18.87055143	4.940738457	5.961318924
eco_gcs1_t02536	10.83531197	6.312672824	17.08898957	15.55979372	12.85785418	236.9600973	40.15590858	9.058633355	149.1773861	14.33212529	11.23963878	46.11307567	16.95987144	7.799054549	18.5019442
eco_gcs1_t06841	319.5658653	175.053888	231.6252722	338.9601987	157.3860157	149.1679855	259.6110259	218.3634587	104.0495203	254.0253519	209.8215392	175.0990746	160.6068705	107.1693807	98.15146827
eco_gcs1_t05019	1079.294128	351.2970139	319.7693427	2221.264125	1151.837696	1460.381251	1115.423205	266.2336158	1568.234023	1424.116394	344.0624629	213.2619495	1170.258862	488.4305316	443.1298474
eco_gcs1_t12520	59.20021516	4.478964537	3.625253295	42.88997422	8.429224256	88.60302999	22.06631436	2.620378111	34.37251202	23.65707462	4.711009682	2.767151205	17.36770631	5.019280248	5.171590723
eco_gcs1_t04369	167.0932647	99.4026821	130.0869689	224.962758	193.8440887	311.3880571	175.0118202	122.9463717	183.2019892	161.6781193	211.4845526	109.295515	132.8989533	108.3580396	96.6122009
eco_gcs1_t05111	273.5505627	38.60122573	45.70083011	345.1891687	146.9477468	192.7827175	237.3155231	53.46649466	452.8053676	337.2148316	134.5878806	44.73117103	141.9712083	46.17978112	60.70482262
eco_gcs1_t07408	1461.858693	1373.831149	438.7290037	3269.919912	2039.817148	2994.006144	2826.234058	550.3793894	1853.157727	4036.541417	440.0727567	1807.306178	14184.73877	4276.516241	3195.248894
eco_gcs1_t06485	429.2808572	590.1202156	726.4543064	1096.167431	691.840871	665.2173148	568.2938976	723.0945507	477.631333	546.0763953	625.5928389	762.1415543	690.7800063	685.1919815	785.7128227
eco_gcs1_t09595	1802.805175	334.336116	337.326357	1424.071502	503.8436061	887.7834114	671.4091177	249.6481604	455.0101328	927.0577418	279.8368353	331.1082606	1113.362203	332.9719077	538.49761
eco_gcs1_t09896	8728.925068	510.7071324	201.3299163	869.8671045	215.1455424	329.0771649	375.4941182	116.7623845	320.4997354	505.9960209	148.5677599	234.2683216	1798.075813	904.155956	879.8867298
eco_gcs1_t04187	44.76248833	146.4538594	175.642495	130.8914369	111.0868532	86.87883368	116.2530686	188.5683025	170.0676092	172.7682335	133.5595264	159.8004366	159.0690606	158.5729309	115.0695306
eco_gcs1_t10255	37.20400586	94.26741151	202.1640541	26.75365866	68.05111907	23.8672801	120.6904144	225.1872868	19.86457245	35.2884535	89.34799646	214.6874694	33.78904292	68.87220833	76.6473847
eco_gcs1_t03847	35.70199952	73.69800249	123.1811136	57.14020352	110.8691019	99.26236598	89.57648004	139.4343428	111.0299717	50.11974601	91.76595189	140.8685197	59.93668655	158.0233655	124.8407028
eco_gcs1_t09757	662.0011811	325.115642	311.7598697	815.4183902	461.0121055	743.8395214	574.327852	299.9442861	897.3962254	952.7542979	708.3444625	289.5626475	816.8605891	447.1772738	496.5553955
eco_gcs1_t07293	16956.05053	4365.168423	2430.126033	21506.93576	12293.49484	16704.61037	11029.44896	2709.113661	18098.73649	18330.0877	1897.271787	1165.232452	6387.399792	3020.212207	3572.231716
eco_gcs1_t07989	890.8304253	222.1580316	203.681963	1010.765743	298.9893164	468.3421388	814.6394834	183.5401502	287.9287861	1085.190763	223.3509385	193.2116008	1191.216746	255.0585294	354.1337027
eco_gcs1_t06507	51.81235872	139.4204742	185.2345008	42.43978163	109.2893531	33.5542265	74.2866357	195.2987269	27.750473	25.75878514	143.0173644	153.0907325	38.21393439	125.0901304	87.90881227
eco_gcs1_t06037	127.1641596	204.914831	146.3632743	226.92526	351.6574499	256.488323	403.1462416	209.2853147	508.1306697	620.1698625	191.3247662	191.0203168	572.808971	330.9125577	302.0615478
eco_gcs1_t05224	97.42532586	310.3434527	76.40933004	80.43820714	67.49263577	116.3374569	64.09307114	91.16665044	80.26808285	22.36813535	75.8899607	128.4834994	706.6039583	747.1953332	212.6578796
