	t10	t10	t10	t20	t20	t20	t30	t30	t30	t40	t40	t40	t90	t90	t90
eco_gcs1_t09081	322.6483614	858.339431	767.746373	939.8105492	1354.323645	1354.321248	703.6035211	704.2434154	809.2210831	792.2365587	845.7894716	790.1207539	2194.557667	1169.734386	1674.308545
eco_gcs1_t05205	148.7887554	93.84608218	120.5155262	179.878145	78.39926329	125.698478	103.6498879	147.1102577	92.65553724	225.8829849	122.8840525	111.6703626	92.22038141	34.7648661	61.97076014
eco_gcs1_t12506	1149.860867	730.3397653	136.1259025	1055.052715	792.7591496	697.0302101	556.5821114	182.9412456	1082.682376	1035.048367	344.3911026	997.8613087	5418.001935	4468.994533	2951.906198
eco_gcs1_t03893	107.2964909	163.9601919	207.0775796	93.95434755	150.1621011	114.6626388	135.2405236	214.8625266	50.0988585	95.24897842	308.1406244	270.1929712	110.6954418	229.4567511	207.0976235
eco_gcs1_t02816	222.0318173	21.37611219	6.052754421	134.7675305	95.79167104	171.6499519	93.34353966	6.130867995	233.2726845	77.43047883	7.111625145	3.884471	22.43377657	9.390550738	8.383258177
eco_gcs1_t03011	261.3229073	194.0343882	173.0172591	485.0152633	709.3238334	794.731426	348.6590348	129.8456009	1020.303	396.3823395	103.678168	79.18884312	263.4516537	201.1588982	182.1402715
eco_gcs1_t02624	1525.8264	544.2114346	292.4093918	1804.583521	1095.095354	1603.170014	1943.314065	313.0306948	2579.587239	1793.82841	430.4582827	207.0819621	1197.296436	670.9722081	565.3284224
eco_gcs1_t07988	2184.890718	654.0894802	564.7420171	3572.335062	1559.906755	1833.08026	2198.339184	647.8354992	2870.129918	3194.209438	805.3535761	587.6212727	2217.022592	713.5533019	778.9469779
eco_gcs1_t12255	149.1776039	156.6317115	146.9817129	120.7359988	198.0622874	136.6807362	120.392417	198.4993221	60.06327848	81.9564784	278.1286578	119.3598702	81.23315196	197.3194677	126.9380995
eco_gcs1_t10112	600.2597344	408.0780069	431.7944145	1070.945597	541.6966661	843.3050552	558.1763787	456.0803983	622.0458224	855.9437381	448.0852826	379.8988758	505.6877157	296.3881892	327.3307282
eco_gcs1_t07995	1637.378131	495.8783178	561.1632688	1177.180649	472.7953235	2754.85261	830.5937648	276.4903045	1139.899707	1203.859585	383.6833626	855.9098239	3672.617449	872.6131123	1992.460432
eco_gcs1_t00155	4762.776956	1874.085322	1164.615273	20678.31804	11295.93274	10772.76696	13226.21962	1229.901328	6657.540224	17353.92353	885.6408483	748.2411463	9136.234041	1808.383138	3192.033879
eco_gcs1_t00255	3136.010483	1313.959655	240.0204385	604.4296329	506.8064349	2472.186237	1665.117645	331.9891959	1359.116854	2421.649247	433.6359805	604.3390618	3934.983414	2007.28991	2879.404482
eco_gcs1_t08158	14302.64575	5014.063647	3908.891724	56923.72583	20369.63665	19231.79282	26677.41351	3054.304051	29100.91917	23012.30232	7040.100789	2822.928854	17619.32621	8287.105006	8994.172371
eco_gcs1_t11709	647.3563361	452.0846301	462.1222175	709.5521682	639.9505192	568.9344702	479.2150191	590.8610015	582.4826096	618.5339815	541.9918549	551.0729987	477.5964837	626.3277922	530.8591326
eco_gcs1_t00233	132.7914344	191.3096604	188.4498061	223.8226091	422.562454	645.9442055	187.119981	143.164758	879.8152793	186.1255702	273.0099302	130.0220749	110.2633245	150.3985354	208.9477018
eco_gcs1_t08956	1380.701976	520.8966993	639.5890131	1619.744356	679.2080464	593.3191632	949.257259	616.5269034	866.8822684	1090.190269	506.2477406	564.1892158	546.5168127	308.5534985	342.5755984
eco_gcs1_t05745	49.59783662	250.3541726	327.2340731	43.02858619	157.9137108	75.73388376	87.16181661	305.7250796	38.37282124	36.67190768	254.694502	287.4214712	22.39583853	223.5815467	169.6678801
eco_gcs1_t11672	319.5387695	347.0133999	294.3824729	549.9744643	543.8969453	687.3707064	419.5214802	312.1159075	672.8595815	530.7781682	284.1618836	271.444973	505.7543194	401.0220961	356.3711673
eco_gcs1_t12312	13.60504952	3.733631697	3.785830082	19.51202449	6.369994278	12.38221057	8.666207067	2.760930487	30.94846957	17.77115157	5.088507964	2.697383861	25.4364916	5.390816917	4.430604139
eco_gcs1_t01918	9086.599106	2521.196143	919.7733602	11531.63383	4728.285687	2771.136731	4586.637188	922.65953	2054.409596	4216.585314	1162.693499	1970.3992	13929.98286	4453.089292	3504.371927
eco_gcs1_t04183	6.186828216	2.033791293	1.622830304	9.110387394	3.149822445	7.223604944	6.895818534	1.560560386	18.57314885	9.54208193	1.89069931	1.737871195	11.8215274	2.676037659	3.00271797
eco_gcs1_t07737	41.24830841	131.4414021	169.8700468	25.46498679	90.29965201	37.62677413	82.75327762	200.3017191	35.2645452	32.8948392	286.8808626	221.4750426	26.27541603	76.79373038	85.52704802
eco_gcs1_t10646	3857.060933	1275.909794	847.6128529	4126.131452	1337.123386	997.7735085	803.0102109	357.8674188	738.9130399	1449.755996	515.6539483	409.6885375	1759.211344	826.2186873	1610.196134
eco_gcs1_t08195	54.90556497	9.855430626	13.22572067	122.9025121	17.35391053	34.3882706	38.98871433	8.707106268	42.07248476	62.4485814	7.650919638	11.25966925	102.9083652	12.43030896	24.21044416
eco_gcs1_t11146	123.1503088	273.0683183	413.5053068	98.61356415	185.0209725	87.81764109	223.0835536	460.852006	99.25339528	124.7115617	379.3962705	444.303781	95.01173992	262.2165252	214.5841479
eco_gcs1_t01245	244.2624547	407.8878031	482.015769	205.6050225	274.5080726	133.7395405	306.7773606	603.5653269	71.72767081	205.4487554	415.9136006	465.1699748	145.2285519	303.8538481	211.8025633
eco_gcs1_t10093	544.5091605	360.8501599	409.4899171	562.1523474	694.2450834	884.7192245	469.5522021	381.4966556	1279.094656	584.1874176	345.1592495	315.6836027	462.438656	489.1337734	470.5230144
eco_gcs1_t12433	218.1660727	211.7077215	166.3994868	175.6784954	292.9769269	365.854187	141.0509293	168.7284922	336.1213825	162.3532474	129.5508384	235.532615	252.077803	487.0362573	544.0647485
eco_gcs1_t08856	339.1848621	1116.664599	337.2706434	235.8569587	247.0217982	856.7596559	6306.476465	2537.607441	18281.30945	13362.43116	5481.536103	796.5090989	2269.518889	1402.578128	2482.75467
eco_gcs1_t00067	2788.349322	6477.035357	431.814725	238.7407878	406.912447	1621.377959	4878.004475	2421.142432	15003.59334	16650.15584	7662.757799	6777.007397	22529.69894	16199.08285	11411.56287
eco_gcs1_t04713	120.4577953	261.6515108	197.0788137	130.4759475	130.9833496	174.1531095	168.2280293	208.3869266	209.9955783	171.1733097	161.0357364	215.6532709	362.542797	272.2577182	232.2981066
eco_gcs1_t12348	1077651.523	70690.39567	133515.5006	713954.3829	409020.2968	690279.4722	477158.3173	94139.92612	945194.8657	614495.2724	135110.2058	115990.9659	513631.7494	290631.2314	420942.6517
eco_gcs1_t11175	190.1679033	295.4861575	347.2158119	227.1435818	224.4034586	161.2086725	178.9182592	347.1473043	184.3951559	188.0282264	358.7206225	340.6017014	155.2088919	294.1756891	209.7583262
eco_gcs1_t07027	581.0609063	78.77374075	28.58573703	365.1125352	287.3219149	549.2575125	314.7073127	45.24231076	816.8688101	688.7976593	156.0581596	51.83846	671.7247015	278.0592754	274.7298635
eco_gcs1_t10016	981.6319561	584.750382	419.7267517	1356.97419	826.1621351	991.6830524	692.2991334	516.7672477	1745.613113	1137.055032	469.2787759	430.6931799	953.1616824	542.9341709	602.5919012
eco_gcs1_t02459	1540.494856	132.4614906	30.33866516	1087.796553	256.6326354	172.3834835	281.5776834	33.59121131	467.4104402	418.2263466	103.2935587	20.74578003	414.5454238	154.7900405	90.78125172
eco_gcs1_t09082	433.6666351	752.0085755	394.1191166	1196.071796	1403.878606	1581.903819	657.4370861	342.173039	1578.460441	723.3733678	544.0566071	390.3915706	1381.136982	1006.517455	1158.345752
eco_gcs1_t11014	449.5859706	374.8183078	291.3823718	639.7307332	656.4787449	653.1662781	441.9830868	301.5959315	685.1802824	396.0166224	261.6240956	275.7425599	486.655403	386.0987816	379.5047366
eco_gcs1_t05606	59.99197246	239.5321417	439.5242854	85.2009884	339.2742855	207.0115671	99.72471841	424.729935	22.4210243	81.31699639	825.3899164	403.8900378	75.63699241	356.4387491	314.6231863
eco_gcs1_t09841	748.1056999	1531.989274	841.9071155	2032.292425	14687.59798	12284.14132	4759.222448	1149.381813	5684.94359	1854.45346	1994.850636	1041.671373	1218.483599	1793.847217	2589.332119
eco_gcs1_t10058	165.8284453	345.5895372	342.7222015	112.0534153	201.1085818	162.8111044	237.486964	326.9609696	154.4707642	118.2163716	248.887777	271.8174711	137.673521	208.1057909	197.9159978
eco_gcs1_t01250	106.6852281	209.564626	250.1331959	166.635474	330.0911166	298.5702624	143.6784564	234.5292044	464.917308	155.8144443	165.8396001	207.5803578	191.500382	347.3380255	251.0095836
eco_gcs1_t08897	123.3044686	165.2220968	220.4193315	86.63119486	107.8897334	73.21504107	149.2476235	221.218018	26.24585867	54.99388968	194.7417657	168.7982524	56.85675352	95.81708151	98.93550864
eco_gcs1_t03451	23.96430468	34.33678684	38.37699736	21.4900932	14.95225534	14.17420832	61.50020966	56.90723438	20.04935924	12.64299012	16.09829324	59.44447339	18.22739281	20.07282465	29.66805313
eco_gcs1_t12414	184.7205087	466.6230181	565.3738546	143.8791767	375.5497343	165.3103738	156.4957609	653.3943998	92.67301965	99.19444618	398.3359363	513.0213122	248.898727	555.8184445	432.9170048
eco_gcs1_t00576	1495.162383	348.2785628	105.6598804	1169.702715	530.1182207	672.6833318	671.5132682	122.7042863	1427.317682	1128.029094	353.3914014	101.3766279	912.2983379	468.1150608	423.6991745
eco_gcs1_t08309	160.6601429	103.7335936	135.7257956	107.3473007	82.84368213	42.93022564	237.3297849	175.1033854	26.73060412	131.997375	62.13412039	132.0196609	97.93560458	90.02581586	91.45152073
eco_gcs1_t12453	106.1165426	455.10329	504.2943413	98.15342582	268.1450915	129.9748459	132.8424438	513.0715962	99.67906096	122.6565543	379.1741576	425.8505941	135.7679132	355.7781312	265.018232
eco_gcs1_t08795	7658.855572	1310.698212	1195.754522	5376.930109	3659.950743	6503.874966	2889.725973	902.9080871	6998.278569	4830.494348	2516.674551	637.1190563	1578.94456	678.6409912	1515.993942
eco_gcs1_t11923	159.6347493	228.5920674	260.6359477	124.1634337	119.9371267	67.23885681	151.7045883	300.2515328	31.14829248	107.8949902	290.0772163	251.475088	83.09453822	136.8174462	125.5867243
eco_gcs1_t01460	526.3115074	336.37352	480.6714809	603.5813965	980.5734655	1071.530803	397.8330994	472.9696678	1081.201447	282.7580222	264.7308142	407.879179	68.39282375	223.5883783	196.3971434
eco_gcs1_t09633	155.0997953	392.9835144	365.3301507	93.90697534	126.2738487	111.062389	283.4898268	360.5559003	90.7477876	172.4607506	272.6685839	437.3769379	332.1600857	344.5960073	416.584148
eco_gcs1_t11018	209.5583057	266.9784428	422.0245265	261.3235616	477.6815066	548.8447166	239.2938095	458.6597088	536.7399711	245.8744325	398.9702169	441.8141973	179.6530118	347.8150422	387.7547826
eco_gcs1_t04236	139.5181641	85.35035439	82.51827508	84.37128751	57.4860291	216.6518897	82.86495114	88.8073368	197.3948466	59.20763346	109.0202348	130.9029669	168.7833275	71.40016529	94.42436757
eco_gcs1_t12318	16.50337153	18.16499785	13.69819569	23.50319067	13.87522502	16.321361	9.14664535	7.098491405	27.2474095	51.04478496	25.81756772	5.480341201	23.80552064	10.13697106	7.171319059
eco_gcs1_t11901	57.50896963	271.6501407	264.2702095	54.40047893	127.7074161	63.36433214	167.3583953	282.0883102	27.99115143	49.27959545	189.1460828	229.6170762	28.80347399	145.5623814	106.7127301
eco_gcs1_t01617	44.33785566	22.26154222	66.88111119	29.73962947	31.84363066	25.35883887	52.20988387	94.13999207	21.1985348	31.32967396	47.20047672	75.99497118	33.83883491	31.59115569	33.4346839
eco_gcs1_t00389	156.8558375	231.8831119	259.546974	137.6311161	169.6895	106.7814614	193.0036667	271.5436942	158.9752888	147.6400111	191.8212356	216.9757378	121.2766885	162.4535133	149.2936096
eco_gcs1_t08707	30927.48979	8830.760682	2537.912096	30614.89466	11102.02077	20768.35569	40536.38617	3430.916225	14146.34098	58244.33886	1878.604372	10756.23097	110249.7991	23449.92044	47414.36575
eco_gcs1_t02063	30.00741556	172.836147	153.4459777	45.1534233	124.1796318	61.5994641	39.61951386	186.6123268	41.20075088	26.56152881	157.2269925	172.9685157	183.0225908	179.5402829	111.3161314
eco_gcs1_t11760	106.9885108	310.5738804	330.0525649	140.906871	209.4044374	136.3773937	142.5687619	344.7334276	51.00843037	53.01906929	145.0088287	290.7643777	472.2573085	533.485019	253.5441572
eco_gcs1_t04567	2820.348953	1722.10977	1227.261019	4478.977912	4665.040371	6717.167213	2448.195118	1133.961143	4237.041857	6330.404548	984.4235682	830.7906161	3520.906087	1596.016485	2144.387741
eco_gcs1_t08454	2532.198081	909.3702912	778.005118	4237.452831	2573.528018	4509.252596	1123.038806	350.030551	2906.527055	2197.074758	364.0701952	669.4516507	2492.459533	1307.861854	2712.591543
eco_gcs1_t06774	353.9207724	598.1639268	314.8324584	794.4076719	845.1250397	954.1985883	569.9631388	505.7157946	1117.705204	1008.377085	493.897981	475.9439324	850.5465242	764.0522668	881.1756498
eco_gcs1_t04996	804.0606454	305.8227939	265.9365316	908.1088717	381.0039725	485.7159	831.2752021	289.128081	622.4846714	1093.219635	207.0843397	261.1674841	791.5577376	237.9361974	246.4125616
eco_gcs1_t04831	21.91384931	9.23021863	15.00328093	28.62830253	12.37798871	15.51408651	16.54217025	25.92267605	19.65548337	12.29144133	13.39655678	15.79118979	14.32754489	9.771864816	10.26732008
eco_gcs1_t09316	2381.268797	1818.310264	661.0778718	2474.091875	1972.274714	5085.247041	4295.039952	691.8196661	5193.99498	6862.090498	803.1931944	722.6122484	4634.860332	1792.7337	2610.764277
eco_gcs1_t04609	1066.50781	271.533411	245.6744191	1059.907392	374.2715988	764.8961068	584.8880038	200.9434502	888.7592722	950.4981043	280.2750241	168.3588536	349.1525872	145.9012277	294.8814466
eco_gcs1_t09359	431.6324449	891.1194998	500.7517674	501.1583385	2027.13374	1933.352286	479.0407663	576.4944724	2923.066137	512.3566607	541.9914562	677.8655248	637.9918943	1373.29939	1500.25455
eco_gcs1_t04353	17.0245538	91.16025352	92.88070669	53.36482774	64.90876453	46.94165514	34.33596243	92.92219613	44.11021715	46.41066737	111.9453564	81.19359342	53.34102777	62.00940998	48.74120401
eco_gcs1_t05377	65.53882694	107.1406405	147.0409874	80.02812498	56.61644165	24.28580552	125.6342368	184.8270912	23.49104245	61.99071576	142.6609239	130.6994122	50.86253314	55.09725488	31.26139144
eco_gcs1_t07834	1175.098081	475.7153856	290.5092523	718.5554417	413.3696335	1064.569525	390.7578046	202.6179392	984.9557701	472.1412796	280.8309158	314.4184787	755.1476541	507.3123053	637.9472378
eco_gcs1_t07074	98.75206376	92.55071622	86.3371897	107.5374576	65.87948415	110.6414137	78.96747231	75.81811262	106.989806	165.8051824	97.87327273	80.8981419	156.0065133	101.4314817	86.46600716
eco_gcs1_t02986	9.591243011	3.453508255	3.676806256	8.724406655	5.168279068	8.426383959	5.218128015	3.29234306	19.57438961	6.576512485	4.009742862	3.152590485	7.301946286	4.396252765	4.770470185
eco_gcs1_t06612	54.11728773	145.7915583	162.8854225	72.72946499	129.7266119	62.49439926	67.90297114	245.2477887	27.89319918	45.8974991	544.8063716	209.0969087	40.71394494	138.159775	75.04585792
eco_gcs1_t02566	388.8125431	282.4314195	269.6930153	202.8324819	169.9959657	156.6888887	181.5072418	263.4031981	159.3820945	153.1410313	181.5392708	233.047884	108.7965098	155.0981555	132.1936828
eco_gcs1_t08539	6267.841424	3520.245506	380.7138605	5705.834653	1776.443689	2291.965477	5334.770471	467.3276003	3788.73408	6142.109128	626.888915	1979.890602	30315.68206	8136.9205	9038.498343
eco_gcs1_t12503	1224.006114	729.3181977	139.7512763	1139.694956	812.6434496	687.4562958	567.2364174	183.4253465	1101.679614	1053.834798	335.8898491	996.8388211	5630.176632	4460.81994	2894.026647
eco_gcs1_t02574	134.7206971	315.8942077	314.6987466	194.6050236	456.8212862	427.7549276	345.9271208	407.8773196	509.50315	371.5448667	334.5671562	434.9836875	188.259149	212.3924571	210.6026345
eco_gcs1_t10314	753.1190974	148.5155782	141.8370046	799.5890266	672.5115649	879.1718821	406.543706	91.82505505	1397.643951	473.1374727	171.0292916	61.10489838	438.1056913	319.3583868	326.1719285
eco_gcs1_t03785	62.21991292	183.5396064	233.1337588	47.50863576	95.37325118	45.04324972	130.2886505	258.9799196	30.23300149	45.78792425	216.9222771	246.876361	53.49188723	159.5892575	162.2365968
eco_gcs1_t00413	449.6944221	345.460237	189.6301314	673.6467807	261.2106105	405.2908845	735.1550429	158.6588046	338.9163579	810.2079605	149.4723219	393.7209572	3004.466751	869.8676621	1134.859885
eco_gcs1_t07371	40.96308989	162.8788323	165.6713983	36.43582795	119.6964773	43.94380813	80.77105822	220.9812208	26.75673866	34.59132225	228.8888906	179.3263912	31.82228972	90.12137624	73.44954262
eco_gcs1_t04150	48.41815891	12.28199375	19.84811488	46.7718603	10.48881624	21.41712674	14.51486824	26.8733981	24.17731576	20.31062297	11.76654566	62.28280904	20.7731293	10.81132218	25.24855822
eco_gcs1_t08374	17551.93664	1839.708053	1117.213802	7840.790648	3715.545149	6872.738202	5051.629224	967.5618071	6262.622859	6535.757931	1160.145083	1810.288339	9809.133975	3731.913073	6748.261356
eco_gcs1_t10897	4986.798814	1831.506908	823.4801747	14114.33498	3643.503118	6240.639201	8488.037149	684.4492249	7122.221624	13830.31934	832.3075227	1148.095735	14575.41863	3203.274913	5000.701073
eco_gcs1_t00174	16786.07168	1388.313687	1202.483616	13073.99162	4112.351245	4363.964628	6738.885374	840.1294312	4674.886495	9246.28654	1731.956624	1001.502054	7885.593663	2561.505292	3131.889046
eco_gcs1_t06615	64.34406762	147.9144842	270.0590941	74.92846746	106.3738317	40.64064744	186.5808605	340.8549266	28.94761057	113.4008004	202.2176164	280.737105	61.57626048	105.113488	88.82709396
eco_gcs1_t11759	658.3369704	1338.54719	328.8818372	334.6096483	440.8861742	484.7593653	264.8074529	325.7870626	388.6836187	127.716284	236.494131	429.240089	1507.947001	1875.80128	644.854195
eco_gcs1_t11516	112.1910741	267.8949676	410.8079982	106.8864334	232.752339	138.7284876	196.1828657	433.4908648	68.53822548	93.27889044	316.3145284	393.7134417	50.40721275	256.3211834	211.0616017
eco_gcs1_t01070	604.2635924	407.6361403	381.2451543	456.5144217	892.6771521	1117.555842	411.2176414	375.2424808	2139.720107	416.3362921	757.0737128	302.1802681	269.2533084	486.3073718	404.9355409
eco_gcs1_t09465	202.323391	338.2798898	488.9872381	151.8779237	251.0200745	232.8009623	169.2964511	489.8203284	211.2485069	137.10513	325.4025042	497.3311808	120.1078402	244.847164	259.4601801
eco_gcs1_t08731	34478.18533	8038.235381	1092.8088	10158.95572	7366.190161	9707.144245	30977.00904	1913.115383	12977.40667	25552.18744	2377.533878	14224.00175	120666.932	35381.60832	55548.4841
eco_gcs1_t00082	245.1019001	121.818422	153.0754326	173.9317963	106.8492667	93.5862049	155.3436321	163.560634	136.0237152	181.9422829	105.6734901	132.6341733	137.9917937	75.82304622	79.9839397
eco_gcs1_t11966	188.4675663	409.0418651	554.8083499	241.7782002	346.3953899	204.4238649	236.5692269	609.8942902	558.2354905	317.217875	550.4795211	537.7956784	103.1987433	299.0018597	282.062726
eco_gcs1_t03382	170.5829608	290.8094614	382.6875288	153.7498912	171.2789963	85.60341284	171.3450981	419.4867209	87.57128268	116.4384714	341.9091977	424.2861313	134.3478211	212.9101539	193.1663499
eco_gcs1_t10998	1519.51737	143.5380406	212.561201	1344.83461	599.6826527	1098.767291	764.4176043	138.4723155	897.3758718	1004.540804	191.9911094	115.5387478	414.5878347	157.3105109	289.2415821
eco_gcs1_t06110	214.1938003	260.1296063	280.4460311	213.8228781	226.038279	192.1233015	158.3405098	268.4927991	179.1465289	208.291786	236.9918635	261.0660469	227.9117114	293.7087743	273.7624882
eco_gcs1_t04759	45.64044383	69.15971482	73.4768595	41.40640815	37.9224441	21.26359417	62.45025438	86.19612136	26.36854409	70.72210772	94.85292135	58.345957	65.50767312	42.97985284	40.05309165
eco_gcs1_t07696	29.27262169	66.69110587	115.6007323	46.97407035	34.88778754	39.62163553	17.5919942	125.8710776	51.27517843	93.50667253	131.3508609	119.1560456	49.21713244	27.56271873	20.60514751
eco_gcs1_t10720	167.2900474	271.1198688	370.6239918	156.1649871	247.0008875	157.3602674	164.0886156	349.8681246	177.6691478	138.0924488	192.5657794	344.2070492	80.69649346	289.2123883	242.6884894
eco_gcs1_t05556	16.16179763	5.854729438	4.516633332	7.684676618	6.139536564	7.986000604	8.724206549	4.360255521	19.47242081	6.844317455	9.355983028	4.688130516	9.084007584	4.969543914	5.205615433
eco_gcs1_t02354	83.38440559	207.8345096	281.4055779	64.61288696	180.9871578	74.9358635	142.4754329	269.869187	30.89678953	64.05379902	215.2685481	240.3037762	53.51641124	179.0662588	158.831844
eco_gcs1_t08943	816.0141547	348.8067087	266.2681851	885.9758456	367.18702	575.328923	591.4006486	254.5365414	628.4464393	772.6306205	260.7000006	300.8249851	1066.139523	403.6216026	497.9887868
eco_gcs1_t02336	755.734767	1324.465259	92.88824489	350.4801637	1282.505907	1475.218033	346.7741863	56.61305931	3001.940398	302.4390053	114.467938	233.4627642	1181.430699	1516.762604	852.3618931
eco_gcs1_t11401	1164.761255	1127.770935	794.166253	1411.412784	2617.695117	4209.251585	977.7581957	885.949812	10452.90019	1642.70101	1790.8809	369.6616221	234.4165146	401.1174556	462.3318473
eco_gcs1_t11698	529.9113215	218.0244657	325.3438479	813.3973549	540.8679459	757.9983854	527.5835332	287.9697214	898.3746982	556.6871	288.5317264	222.7157873	203.5948367	214.4173044	185.9417114
eco_gcs1_t07776	95.00637433	257.8827268	274.4247154	94.50551359	105.1494605	86.51661408	180.7130709	282.506627	72.70657931	128.4826105	258.4575078	238.3411407	151.0734943	165.7599805	143.6393698
eco_gcs1_t00094	90.79273664	351.1775051	406.3610592	51.28127157	226.3019921	103.6730494	159.0487893	408.0797015	24.99782924	68.99661914	440.1200107	356.8909699	49.652711	209.8087935	173.8810047
eco_gcs1_t08323	37.10336436	137.4207459	218.6887354	38.27117311	93.92826261	56.90782198	65.39632262	309.3258721	39.36228979	30.1208539	157.7526672	294.9622697	27.67798472	103.0000942	105.1993635
eco_gcs1_t03147	283.9661513	197.2564881	96.45980532	297.5653733	358.6026967	591.1525683	226.5414399	109.5419248	925.3695428	383.5909652	299.3251159	104.8889162	302.824743	232.1608832	242.6661507
eco_gcs1_t03348	593.0419816	457.0762134	215.2125822	315.6894322	461.9512394	887.2899598	268.9821398	242.2052734	1165.120923	1240.955556	421.33318	246.4544488	617.097263	454.7385322	853.3931521
eco_gcs1_t03897	59.49209538	227.5038166	249.610623	63.76000717	87.66845298	44.59968492	132.4045636	292.8697169	18.60389852	82.15162938	325.0871937	331.2133696	70.85694968	152.8788089	162.1575519
eco_gcs1_t05098	17220.1883	2839.856926	2069.5711	23030.4356	6916.258231	9153.644943	7863.011353	825.4747818	9613.73086	12005.51729	1078.598569	541.3996338	4820.19364	2115.31935	1609.453644
eco_gcs1_t09934	25.55949454	34.13163529	96.82064935	18.84020111	33.2413899	27.94459123	46.51783002	80.87637967	31.95615997	14.57443704	26.80530801	56.12812299	12.20079781	21.48176734	25.28415733
eco_gcs1_t03513	41.44395183	12.81783464	7.800907552	65.51303633	20.69301638	76.57927401	47.75414286	9.284486224	135.6554753	53.62222275	37.27335076	12.56747688	43.64531962	12.50438112	40.14125753
eco_gcs1_t01257	113.0272105	321.7335031	330.9003105	102.0295899	307.5537286	266.5075645	198.4402122	378.9305001	71.79953192	97.66322246	471.1695811	331.2362158	82.42163115	318.8837229	262.6597719
eco_gcs1_t04392	55.55368625	207.2396771	215.2848981	63.88641677	123.2501844	68.99176228	40.43760627	212.7582907	39.49754992	60.3077539	201.4908702	168.2031094	59.06996776	157.0392094	97.10467176
eco_gcs1_t12410	1537.378384	2009.741231	399.1851979	1793.697426	1214.534444	1021.726033	925.2052441	410.5668642	1743.84335	1251.765517	366.1407283	1638.805882	9612.025494	7891.120609	5453.353804
eco_gcs1_t01226	21.55746986	57.28287691	93.29061323	15.00694453	35.14537382	23.91303305	69.15721296	91.85499655	22.84253147	19.54512524	54.14626467	61.74908567	17.26350643	47.07045311	26.99465462
eco_gcs1_t07570	65.28690615	331.7987075	365.7659297	75.49315122	178.0746864	85.7593501	152.1120233	400.1787306	72.13244918	76.11375177	301.6132367	414.4108303	186.5254293	391.270293	394.9533186
eco_gcs1_t02813	3045.567796	691.4315913	596.1157877	2151.024471	2672.673555	4935.275199	2119.47132	553.7827244	7039.467096	2006.136377	650.5852629	186.3208449	543.8460752	452.0782568	676.9495367
eco_gcs1_t06267	59.7669498	109.3450059	115.7212754	62.98894312	57.79163452	51.59797818	118.4215261	127.5814113	113.007526	53.40458697	100.5649949	137.4524447	173.6911252	148.4589266	147.8387267
eco_gcs1_t01149	935.2564068	106.9731321	24.18993434	1344.730026	372.4809433	342.3084879	685.7494408	19.80075397	651.2357935	890.6611319	157.554623	15.19539961	607.0847364	130.8174669	108.7945664
eco_gcs1_t03705	49.74863205	177.8804695	220.4768279	108.8872782	132.5493702	83.29287839	54.11866711	229.213708	48.94952769	83.85396454	211.0625715	246.7442492	123.1064952	221.119227	182.4018766
eco_gcs1_t04122	354.1659707	184.676642	196.1186702	172.2305094	160.6284469	256.1408461	154.9752825	175.4185332	337.5564208	233.5005677	275.8879247	215.8224039	347.2294052	382.2842237	394.1972553
eco_gcs1_t06768	1274.045793	657.3824358	388.718145	2478.844083	1411.232786	2471.393437	1547.66856	375.4437137	1613.988794	1745.807872	367.3579725	461.5275237	2983.517736	1074.649297	1424.899648
eco_gcs1_t08007	145.4250987	260.2608459	279.1117975	159.9463259	224.0379653	291.8477517	193.2806225	380.3181083	352.7555218	379.4776294	266.7845789	290.7879754	69.53820469	187.3892396	172.5323885
eco_gcs1_t12336	2892.473831	279.8071495	323.145092	3785.623215	1691.415574	2325.350192	1396.202933	222.9389128	1932.025946	2426.411144	408.9446293	192.630388	1665.247434	645.2769567	830.6308073
eco_gcs1_t11829	449.0417366	363.2767637	347.6219121	127.3390561	190.1239813	171.1481454	206.9091862	410.8888415	139.9097937	184.3102598	290.0446972	382.7224175	674.3278199	516.9207751	487.4716174
eco_gcs1_t11039	794.5000717	1873.945509	384.5351983	346.6578415	594.4132333	498.4755557	355.0195028	360.7118217	1136.775587	399.0368037	247.687949	1294.093917	7219.647896	5862.205961	2359.357544
eco_gcs1_t01721	42.21229867	194.8476643	237.5336073	25.89314723	66.63955505	39.43225447	61.18519873	246.452907	22.81466376	45.73817253	259.4803828	211.2070492	27.70231072	82.54330686	64.11493774
eco_gcs1_t03507	28.23739899	21.00037103	23.42722631	48.90188696	12.18802086	16.21979877	26.18676915	14.2165678	24.63513094	23.09523666	8.810368941	30.15223124	20.74388399	13.79424117	18.36131451
eco_gcs1_t03683	140.6013627	345.6210566	52.02115792	78.3786254	147.786862	122.7461079	79.29692156	88.01836605	156.9552318	70.29988419	17.17290027	76.49431772	78.06288557	95.51549918	91.97224153
eco_gcs1_t00585	6.552951684	1.639466948	163.2881621	6.363775714	2.978604509	34.06230747	5.00253799	1.206999308	55.33473527	5.38375721	1.480590958	193.1786605	6.533157737	2.363410663	59.44610352
eco_gcs1_t00995	262.7178928	295.8347205	303.6960171	273.7047219	277.6025802	252.349064	241.2302256	306.2241629	422.6204213	290.0978243	284.0841817	249.6127416	290.7652474	263.4915776	196.0020801
